"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S1] F1: 126, Control, drugS"	"Found in Sample: [S3] F1: 127N, Sample, drugS"	"Found in Sample: [S4] F1: 127C, Sample, drugS"	"Found in Sample: [S5] F1: 128N, Sample, drugS"	"Found in Sample: [S6] F1: 128C, Sample, drugS"	"Found in Sample: [S7] F1: 129N, Sample, drugS"	"Found in Sample: [S8] F1: 129C, Sample, drugS"	"Found in Sample: [S9] F1: 130N, Sample, drugS"	"Found in Sample: [S10] F1: 130C, Sample, drugS"	"Found in Sample: [S11] F1: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F1: 126, Control, drugS"	"Abundance: F1: 127N, Sample, drugS"	"Abundance: F1: 127C, Sample, drugS"	"Abundance: F1: 128N, Sample, drugS"	"Abundance: F1: 128C, Sample, drugS"	"Abundance: F1: 129N, Sample, drugS"	"Abundance: F1: 129C, Sample, drugS"	"Abundance: F1: 130N, Sample, drugS"	"Abundance: F1: 130C, Sample, drugS"	"Abundance: F1: 131, Sample, drugS"	"Abundances Count: F1: 126, Control, drugS"	"Abundances Count: F1: 127N, Sample, drugS"	"Abundances Count: F1: 127C, Sample, drugS"	"Abundances Count: F1: 128N, Sample, drugS"	"Abundances Count: F1: 128C, Sample, drugS"	"Abundances Count: F1: 129N, Sample, drugS"	"Abundances Count: F1: 129C, Sample, drugS"	"Abundances Count: F1: 130N, Sample, drugS"	"Abundances Count: F1: 130C, Sample, drugS"	"Abundances Count: F1: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q0PNE2"	"Elongator complex protein 6 OS=Homo sapiens GN=ELP6 PE=1 SV=1"	"0"	"22.0819837270459"	"16.5413533834586"	"4"	"6"	"4"	"1"	"266"	"29.774"	"6.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.2e7"	"2.0e7"	"2.1e7"	"2.2e7"	"2.3e7"	"2.4e7"	"2.5e7"	"2.4e7"	"2.2e7"	"2.0e7"	"0.891"	"1.050"	"1.039"	"1.062"	"1.112"	"1.180"	"1.122"	"1.061"	"0.988"	"499.9"	"445.2"	"525.0"	"519.4"	"531.1"	"555.8"	"589.8"	"561.1"	"530.5"	"493.8"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.069"	"0"	"21.0986266136169"	"4"
"False"	"High"	"IsMasterProtein"	"Q5T200"	"Zinc finger CCCH domain-containing protein 13 OS=Homo sapiens GN=ZC3H13 PE=1 SV=1"	"0"	"22.0795550915948"	"3.11750599520384"	"5"	"5"	"5"	"1"	"1668"	"196.519"	"9.42"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.0e6"	"4.5e6"	"5.4e6"	"5.6e6"	"5.3e6"	"5.6e6"	"5.6e6"	"6.0e6"	"5.7e6"	"5.0e6"	"0.917"	"1.079"	"1.082"	"1.059"	"1.127"	"1.168"	"1.196"	"1.120"	"1.019"	"967.6"	"887.4"	"1044.0"	"1047.1"	"1024.5"	"1090.9"	"1129.9"	"1157.1"	"1084.1"	"985.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.151"	"0"	"21.7450144290924"	"5"
"False"	"High"	"IsMasterProtein"	"Q8WVK2"	"U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Homo sapiens GN=SNRNP27 PE=1 SV=1"	"0"	"22.0439926200621"	"21.9354838709677"	"3"	"7"	"3"	"1"	"155"	"18.849"	"11.62"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e7"	"2.0e7"	"2.5e7"	"2.5e7"	"2.4e7"	"2.4e7"	"2.6e7"	"2.5e7"	"2.1e7"	"2.1e7"	"0.915"	"1.070"	"1.084"	"1.080"	"1.112"	"1.126"	"1.139"	"1.054"	"1.015"	"1217.3"	"1113.9"	"1302.6"	"1320.0"	"1314.2"	"1353.7"	"1370.1"	"1386.9"	"1282.6"	"1235.5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"13.678"	"0"	"23.6849026679993"	"3"
"False"	"High"	"IsMasterProtein"	"Q3MIT2"	"Putative tRNA pseudouridine synthase Pus10 OS=Homo sapiens GN=PUS10 PE=1 SV=1"	"0"	"22.0427897041486"	"10.2079395085066"	"5"	"8"	"5"	"1"	"529"	"60.206"	"6.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e7"	"1.1e7"	"1.2e7"	"1.4e7"	"1.3e7"	"1.4e7"	"1.4e7"	"1.4e7"	"1.2e7"	"1.2e7"	"1.059"	"1.127"	"1.229"	"1.200"	"1.274"	"1.270"	"1.327"	"1.192"	"1.135"	"668.6"	"708.0"	"753.7"	"821.7"	"802.1"	"851.5"	"849.3"	"887.4"	"797.0"	"758.9"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.468"	"0"	"24.418098449707"	"5"
"False"	"High"	"IsMasterProtein"	"Q5VWZ2"	"Lysophospholipase-like protein 1 OS=Homo sapiens GN=LYPLAL1 PE=1 SV=3"	"0"	"22.0417845999938"	"34.5991561181435"	"7"	"8"	"7"	"1"	"237"	"26.299"	"7.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.8e7"	"4.5e7"	"5.1e7"	"5.3e7"	"5.3e7"	"5.9e7"	"6.1e7"	"6.2e7"	"5.9e7"	"4.6e7"	"0.937"	"1.102"	"1.125"	"1.104"	"1.282"	"1.230"	"1.289"	"1.237"	"1.066"	"1322.9"	"1239.4"	"1458.1"	"1488.4"	"1461.1"	"1696.4"	"1626.6"	"1705.4"	"1637.0"	"1410.5"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1.581"	"0"	"29.1009690761566"	"7"
"False"	"High"	"IsMasterProtein"	"P15923-3"	"Isoform 3 of Transcription factor E2-alpha OS=Homo sapiens GN=TCF3"	"0"	"22.0409714464014"	"7.90273556231003"	"5"	"7"	"5"	"1"	"658"	"68.468"	"7.39"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e7"	"1.3e7"	"1.4e7"	"1.4e7"	"1.4e7"	"1.5e7"	"1.6e7"	"1.5e7"	"1.4e7"	"1.2e7"	"0.961"	"1.065"	"1.089"	"1.099"	"1.139"	"1.169"	"1.183"	"1.051"	"0.956"	"1315.0"	"1263.3"	"1400.7"	"1432.4"	"1445.6"	"1497.2"	"1537.4"	"1556.2"	"1381.5"	"1257.3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.638"	"0"	"28.4270875453949"	"5"
"False"	"High"	"IsMasterProtein"	"Q9BYJ9"	"YTH domain-containing family protein 1 OS=Homo sapiens GN=YTHDF1 PE=1 SV=1"	"0"	"22.0367844757371"	"12.3434704830054"	"7"	"9"	"2"	"1"	"559"	"60.836"	"8.79"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.6e6"	"4.6e6"	"4.8e6"	"5.2e6"	"5.1e6"	"5.6e6"	"5.4e6"	"5.9e6"	"5.1e6"	"4.6e6"	"0.952"	"1.056"	"1.103"	"1.145"	"1.232"	"1.166"	"1.251"	"1.105"	"0.978"	"240.8"	"229.3"	"254.3"	"265.6"	"275.8"	"296.7"	"280.7"	"301.3"	"266.2"	"235.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1.228"	"0"	"27.1901652812958"	"7"
"False"	"High"	"IsMasterProtein"	"O95487-3"	"Isoform 3 of Protein transport protein Sec24B OS=Homo sapiens GN=SEC24B"	"0"	"22.0201319878476"	"5.70107858243451"	"6"	"7"	"6"	"1"	"1298"	"140.333"	"6.57"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.4e6"	"8.4e6"	"9.1e6"	"1.0e7"	"9.6e6"	"1.2e7"	"1.1e7"	"1.2e7"	"9.2e6"	"1.0e7"	"1.019"	"1.093"	"1.235"	"1.192"	"1.353"	"1.245"	"1.375"	"1.205"	"1.210"	"696.5"	"709.4"	"761.6"	"860.1"	"830.1"	"942.6"	"867.1"	"957.6"	"839.0"	"842.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.442"	"0"	"24.6273953914642"	"6"
"False"	"High"	"IsMasterProtein"	"Q6ZWJ1"	"Syntaxin-binding protein 4 OS=Homo sapiens GN=STXBP4 PE=1 SV=2"	"0"	"22.0064805190132"	"7.95660036166365"	"4"	"5"	"4"	"1"	"553"	"61.623"	"5.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.2e6"	"3.1e6"	"3.4e6"	"3.5e6"	"3.5e6"	"3.9e6"	"3.8e6"	"3.9e6"	"3.6e6"	"3.5e6"	"0.918"	"1.080"	"1.084"	"1.110"	"1.206"	"1.189"	"1.220"	"1.157"	"1.084"	"957.2"	"878.7"	"1033.6"	"1037.2"	"1062.7"	"1154.4"	"1137.7"	"1167.9"	"1107.5"	"1037.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.377"	"0"	"23.344940662384"	"4"
"False"	"High"	"IsMasterProtein"	"Q96EV8"	"Dysbindin OS=Homo sapiens GN=DTNBP1 PE=1 SV=1"	"0"	"21.938765212108"	"20.5128205128205"	"5"	"5"	"5"	"1"	"351"	"39.468"	"4.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e7"	"2.9e7"	"3.5e7"	"3.6e7"	"3.5e7"	"3.5e7"	"3.7e7"	"3.9e7"	"3.4e7"	"3.2e7"	"0.907"	"1.106"	"1.131"	"1.146"	"1.137"	"1.218"	"1.213"	"1.123"	"1.063"	"753.2"	"682.9"	"833.0"	"851.7"	"863.1"	"856.4"	"917.1"	"913.5"	"845.9"	"800.4"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.276"	"0"	"20.8855638504028"	"5"
"False"	"High"	"IsMasterProtein"	"Q8TD55"	"Pleckstrin homology domain-containing family O member 2 OS=Homo sapiens GN=PLEKHO2 PE=1 SV=1"	"0"	"21.8981639021533"	"13.265306122449"	"5"	"5"	"5"	"1"	"490"	"53.317"	"5.43"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e6"	"3.7e6"	"4.5e6"	"4.3e6"	"4.7e6"	"4.7e6"	"4.7e6"	"4.8e6"	"4.6e6"	"3.8e6"	"0.982"	"1.153"	"1.116"	"1.209"	"1.250"	"1.224"	"1.236"	"1.197"	"1.058"	"410.5"	"403.2"	"473.2"	"458.0"	"496.2"	"513.2"	"502.3"	"507.4"	"491.4"	"434.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.532"	"0"	"20.8455371856689"	"5"
"False"	"High"	"IsMasterProtein"	"Q9BQ61"	"Uncharacterized protein C19orf43 OS=Homo sapiens GN=C19orf43 PE=1 SV=1"	"0"	"21.8973277831983"	"38.6363636363636"	"5"	"9"	"5"	"1"	"176"	"18.408"	"9.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.8e7"	"6.7e7"	"9.0e7"	"7.7e7"	"8.6e7"	"7.8e7"	"9.6e7"	"8.8e7"	"8.4e7"	"7.1e7"	"1.009"	"1.132"	"1.175"	"1.126"	"1.187"	"1.194"	"1.242"	"1.090"	"1.065"	"821.1"	"828.8"	"929.6"	"964.5"	"924.5"	"974.3"	"980.0"	"1019.8"	"895.1"	"874.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"2.831"	"0"	"29.1531362533569"	"5"
"False"	"High"	"IsMasterProtein"	"Q6PCB5"	"Round spermatid basic protein 1-like protein OS=Homo sapiens GN=RSBN1L PE=1 SV=2"	"0"	"21.8817274582896"	"7.09219858156028"	"6"	"8"	"6"	"1"	"846"	"94.81"	"8.78"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e7"	"1.3e7"	"1.5e7"	"1.5e7"	"1.5e7"	"1.5e7"	"1.6e7"	"1.7e7"	"1.4e7"	"1.5e7"	"0.931"	"1.085"	"1.097"	"1.120"	"1.179"	"1.149"	"1.219"	"1.143"	"1.039"	"1522.6"	"1417.2"	"1652.2"	"1670.1"	"1705.4"	"1795.8"	"1749.9"	"1855.7"	"1740.5"	"1582.3"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.334"	"0"	"28.6032483577728"	"6"
"False"	"High"	"IsMasterProtein"	"P78316"	"Nucleolar protein 14 OS=Homo sapiens GN=NOP14 PE=1 SV=3"	"0"	"21.8779367416729"	"6.53442240373396"	"6"	"7"	"6"	"1"	"857"	"97.607"	"7.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e7"	"9.4e6"	"1.1e7"	"1.1e7"	"1.1e7"	"1.1e7"	"1.2e7"	"1.2e7"	"1.1e7"	"1.0e7"	"1.017"	"1.122"	"1.187"	"1.153"	"1.263"	"1.211"	"1.274"	"1.167"	"1.115"	"579.4"	"589.0"	"649.9"	"687.9"	"668.3"	"732.0"	"701.8"	"738.0"	"676.4"	"646.2"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.342"	"0"	"21.2153081893921"	"6"
"False"	"High"	"IsMasterProtein"	"P17900"	"Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4"	"0"	"21.872741522154"	"40.4145077720207"	"6"	"7"	"6"	"1"	"193"	"20.825"	"5.31"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.6e7"	"6.5e7"	"7.0e7"	"7.0e7"	"7.2e7"	"7.5e7"	"7.8e7"	"7.8e7"	"7.2e7"	"6.5e7"	"0.999"	"1.110"	"1.125"	"1.136"	"1.189"	"1.209"	"1.245"	"1.115"	"1.039"	"706.2"	"705.8"	"784.2"	"794.5"	"801.9"	"839.8"	"853.9"	"879.2"	"787.1"	"733.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"2.831"	"0"	"23.1267185211182"	"6"
"False"	"High"	"IsMasterProtein"	"Q5VIR6-4"	"Isoform 4 of Vacuolar protein sorting-associated protein 53 homolog OS=Homo sapiens GN=VPS53"	"0"	"21.8487912375287"	"7.33173076923077"	"7"	"9"	"7"	"1"	"832"	"94.345"	"6.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.1e6"	"7.5e6"	"9.1e6"	"9.4e6"	"9.4e6"	"1.1e7"	"1.0e7"	"1.0e7"	"1.0e7"	"9.5e6"	"1.017"	"1.059"	"1.244"	"1.179"	"1.348"	"1.290"	"1.379"	"1.252"	"1.136"	"1432.6"	"1456.6"	"1517.5"	"1781.5"	"1688.9"	"1931.1"	"1848.0"	"1975.3"	"1793.3"	"1627.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.326"	"0"	"32.0510041713715"	"7"
"False"	"High"	"IsMasterProtein"	"Q9NZ32"	"Actin-related protein 10 OS=Homo sapiens GN=ACTR10 PE=1 SV=1"	"0"	"21.8290501177192"	"15.1079136690647"	"4"	"5"	"4"	"1"	"417"	"46.277"	"7.37"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"6.1e6"	"7.2e6"	"7.6e6"	"7.5e6"	"8.6e6"	"8.5e6"	"9.2e6"	"8.0e6"	"6.8e6"	"0.950"	"1.132"	"1.239"	"1.165"	"1.384"	"1.396"	"1.493"	"1.280"	"1.099"	"637.1"	"605.2"	"721.2"	"789.6"	"742.1"	"881.9"	"889.3"	"951.0"	"815.4"	"700.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.557"	"0"	"20.1279401779175"	"4"
"False"	"High"	"IsMasterProtein"	"Q9NVP1"	"ATP-dependent RNA helicase DDX18 OS=Homo sapiens GN=DDX18 PE=1 SV=2"	"0"	"21.8173339016824"	"9.40298507462687"	"6"	"6"	"6"	"1"	"670"	"75.359"	"9.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e6"	"2.3e6"	"2.9e6"	"2.9e6"	"2.9e6"	"3.4e6"	"3.3e6"	"3.5e6"	"3.2e6"	"2.9e6"	"0.883"	"1.076"	"1.096"	"1.083"	"1.255"	"1.254"	"1.330"	"1.211"	"1.065"	"1056.5"	"933.3"	"1136.3"	"1158.1"	"1144.7"	"1326.2"	"1324.9"	"1405.4"	"1279.8"	"1125.2"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.377"	"0"	"21.810341835022"	"6"
"False"	"High"	"IsMasterProtein"	"O43663"	"Protein regulator of cytokinesis 1 OS=Homo sapiens GN=PRC1 PE=1 SV=2"	"0"	"21.7894031064111"	"9.83870967741936"	"5"	"6"	"4"	"1"	"620"	"71.562"	"6.68"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.3e7"	"2.3e7"	"2.5e7"	"2.5e7"	"2.4e7"	"2.6e7"	"2.7e7"	"2.9e7"	"2.7e7"	"2.3e7"	"0.901"	"1.101"	"1.091"	"1.139"	"1.213"	"1.222"	"1.195"	"1.231"	"1.036"	"557.0"	"502.0"	"613.5"	"607.6"	"634.6"	"675.4"	"680.9"	"665.4"	"685.9"	"576.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.354"	"0"	"24.7618062496185"	"5"
"False"	"High"	"IsMasterProtein"	"Q9BZE2"	"tRNA pseudouridine(38/39) synthase OS=Homo sapiens GN=PUS3 PE=1 SV=3"	"0"	"21.787893672055"	"14.1372141372141"	"7"	"7"	"7"	"1"	"481"	"55.612"	"7.49"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e7"	"1.3e7"	"1.5e7"	"1.6e7"	"1.6e7"	"1.6e7"	"1.6e7"	"1.6e7"	"1.5e7"	"1.4e7"	"0.971"	"1.135"	"1.140"	"1.134"	"1.215"	"1.206"	"1.205"	"1.114"	"1.023"	"1089.6"	"1058.2"	"1236.2"	"1242.3"	"1235.4"	"1324.4"	"1314.5"	"1312.5"	"1214.3"	"1115.1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.655"	"0"	"27.436742067337"	"7"
"False"	"High"	"IsMasterProtein"	"Q9Y6G5"	"COMM domain-containing protein 10 OS=Homo sapiens GN=COMMD10 PE=1 SV=1"	"0"	"21.7789274808511"	"30.6930693069307"	"5"	"8"	"5"	"1"	"202"	"22.952"	"6.54"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.6e7"	"1.5e7"	"1.9e7"	"1.8e7"	"1.8e7"	"2.0e7"	"1.9e7"	"2.2e7"	"1.8e7"	"1.7e7"	"0.935"	"1.099"	"1.080"	"1.132"	"1.134"	"1.184"	"1.168"	"1.097"	"0.994"	"817.2"	"764.2"	"898.5"	"882.2"	"924.9"	"926.4"	"967.8"	"954.3"	"896.1"	"812.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.894"	"0"	"31.8430242538452"	"5"
"False"	"High"	"IsMasterProtein"	"Q9P270"	"SLAIN motif-containing protein 2 OS=Homo sapiens GN=SLAIN2 PE=1 SV=2"	"0"	"21.7726245094127"	"11.7039586919105"	"4"	"4"	"4"	"1"	"581"	"62.505"	"9.45"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.1e6"	"4.2e6"	"4.5e6"	"4.8e6"	"4.9e6"	"5.3e6"	"5.3e6"	"5.3e6"	"5.0e6"	"4.5e6"	"1.049"	"1.034"	"1.219"	"1.156"	"1.289"	"1.202"	"1.310"	"1.110"	"1.105"	"607.1"	"636.9"	"627.9"	"740.3"	"701.6"	"782.6"	"729.5"	"795.3"	"673.6"	"671.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.292"	"0"	"20.9943561553955"	"4"
"False"	"High"	"IsMasterProtein"	"Q96RT1-9"	"Isoform 9 of Protein LAP2 OS=Homo sapiens GN=ERBB2IP"	"0"	"21.7607002434548"	"4.31602048280907"	"5"	"6"	"1"	"1"	"1367"	"153.448"	"5.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e6"	"2.5e6"	"2.8e6"	"2.8e6"	"2.8e6"	"2.9e6"	"2.9e6"	"3.1e6"	"2.8e6"	"2.6e6"	"0.940"	"1.047"	"1.033"	"1.033"	"1.081"	"1.085"	"1.151"	"1.026"	"0.976"	"212.2"	"199.4"	"222.1"	"219.1"	"219.1"	"229.4"	"230.3"	"244.2"	"217.7"	"207.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.176"	"0"	"24.6956763267517"	"5"
"False"	"High"	"IsMasterProtein"	"Q6PL24"	"Protein TMED8 OS=Homo sapiens GN=TMED8 PE=1 SV=1"	"0"	"21.7594149955501"	"19.0769230769231"	"3"	"4"	"3"	"1"	"325"	"35.718"	"4.74"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e7"	"1.2e7"	"1.5e7"	"1.4e7"	"1.5e7"	"1.6e7"	"1.6e7"	"1.6e7"	"1.5e7"	"1.5e7"	"0.948"	"1.178"	"1.144"	"1.178"	"1.231"	"1.264"	"1.273"	"1.178"	"1.140"	"383.6"	"363.6"	"451.8"	"439.0"	"452.0"	"472.2"	"484.7"	"488.5"	"451.8"	"437.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.931"	"0"	"21.6102030277252"	"3"
"False"	"High"	"IsMasterProtein"	"Q15031"	"Probable leucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=LARS2 PE=1 SV=2"	"0"	"21.7554363449741"	"7.30897009966777"	"7"	"7"	"7"	"1"	"903"	"101.911"	"8.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.4e6"	"5.9e6"	"6.7e6"	"7.0e6"	"6.5e6"	"7.9e6"	"7.6e6"	"8.1e6"	"7.6e6"	"7.2e6"	"0.873"	"1.052"	"1.077"	"1.020"	"1.167"	"1.225"	"1.234"	"1.190"	"1.115"	"933.1"	"814.5"	"981.3"	"1004.9"	"951.7"	"1088.8"	"1143.4"	"1151.6"	"1110.8"	"1040.7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.363"	"0"	"24.1915950775146"	"7"
"False"	"High"	"IsMasterProtein"	"P78332"	"RNA-binding protein 6 OS=Homo sapiens GN=RBM6 PE=1 SV=5"	"0"	"21.7045755259235"	"6.8566340160285"	"9"	"9"	"9"	"1"	"1123"	"128.565"	"6.32"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.5e6"	"7.9e6"	"9.3e6"	"9.3e6"	"9.3e6"	"9.7e6"	"1.0e7"	"1.0e7"	"9.0e6"	"8.9e6"	"0.966"	"1.091"	"1.147"	"1.112"	"1.213"	"1.217"	"1.238"	"1.127"	"1.074"	"1127.1"	"1088.4"	"1229.5"	"1292.6"	"1253.8"	"1367.7"	"1371.5"	"1395.6"	"1270.5"	"1210.1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.288"	"0"	"26.9036693572998"	"9"
"False"	"High"	"IsMasterProtein"	"Q8NEB9"	"Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Homo sapiens GN=PIK3C3 PE=1 SV=1"	"0"	"21.699103486527"	"8.11724915445321"	"8"	"8"	"7"	"1"	"887"	"101.485"	"6.81"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"5.6e6"	"7.0e6"	"7.0e6"	"7.0e6"	"7.4e6"	"7.7e6"	"8.1e6"	"7.5e6"	"6.8e6"	"0.881"	"1.088"	"1.074"	"1.072"	"1.218"	"1.241"	"1.272"	"1.176"	"1.059"	"799.3"	"704.3"	"869.4"	"858.3"	"856.6"	"973.3"	"991.7"	"1016.6"	"940.3"	"846.4"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.274"	"0"	"25.0427966117859"	"8"
"False"	"High"	"IsMasterProtein"	"Q96BS2"	"Calcineurin B homologous protein 3 OS=Homo sapiens GN=TESC PE=1 SV=3"	"0"	"21.6904735384698"	"24.7663551401869"	"4"	"5"	"4"	"1"	"214"	"24.734"	"4.93"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"1.2e7"	"1.3e7"	"1.5e7"	"1.4e7"	"1.7e7"	"1.5e7"	"1.6e7"	"1.4e7"	"1.3e7"	"0.980"	"1.045"	"1.219"	"1.108"	"1.255"	"1.210"	"1.276"	"1.156"	"1.083"	"429.3"	"420.8"	"448.7"	"523.4"	"475.5"	"538.7"	"519.4"	"548.0"	"496.3"	"465.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.61"	"0"	"21.0859005451202"	"4"
"False"	"High"	"IsMasterProtein"	"Q8TBN0-2"	"Isoform 2 of Guanine nucleotide exchange factor for Rab-3A OS=Homo sapiens GN=RAB3IL1"	"0"	"21.6656401833671"	"23.876404494382"	"4"	"6"	"1"	"1"	"356"	"39.766"	"5.29"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Acetyl [N-Term]"	"3.2e5"	"2.8e5"	"2.9e5"	"3.4e5"	"3.1e5"	"3.6e5"	"3.1e5"	"3.2e5"	"3.4e5"	"3.0e5"	"0.858"	"0.899"	"1.057"	"0.963"	"1.120"	"0.965"	"1.000"	"1.055"	"0.934"	"54.2"	"46.5"	"48.7"	"57.3"	"52.2"	"60.7"	"52.3"	"54.2"	"57.2"	"50.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.492"	"0"	"22.4590647220612"	"4"
