"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S11] F2: 126, Sample, drugX"	"Found in Sample: [S12] F2: 127N, Sample, drugX"	"Found in Sample: [S13] F2: 127C, Sample, drugX"	"Found in Sample: [S14] F2: 128N, Sample, drugX"	"Found in Sample: [S15] F2: 128C, Sample, drugX"	"Found in Sample: [S16] F2: 129N, Sample, drugX"	"Found in Sample: [S17] F2: 129C, Sample, drugX"	"Found in Sample: [S18] F2: 130N, Sample, drugX"	"Found in Sample: [S19] F2: 130C, Sample, drugX"	"Found in Sample: [S20] F2: 131, Sample, drugX"	"Modifications"	"Area: 126, drugX"	"Area: 127N, drugX"	"Area: 127C, drugX"	"Area: 128N, drugX"	"Area: 128C, drugX"	"Area: 129N, drugX"	"Area: 129C, drugX"	"Area: 130N, drugX"	"Area: 130C, drugX"	"Area: 131, drugX"	"Abundance Ratio: (127N, drugX) / (126, drugX)"	"Abundance Ratio: (127C, drugX) / (126, drugX)"	"Abundance Ratio: (128N, drugX) / (126, drugX)"	"Abundance Ratio: (128C, drugX) / (126, drugX)"	"Abundance Ratio: (129N, drugX) / (126, drugX)"	"Abundance Ratio: (129C, drugX) / (126, drugX)"	"Abundance Ratio: (130N, drugX) / (126, drugX)"	"Abundance Ratio: (130C, drugX) / (126, drugX)"	"Abundance Ratio: (131, drugX) / (126, drugX)"	"Abundance: F2: 126, Sample, drugX"	"Abundance: F2: 127N, Sample, drugX"	"Abundance: F2: 127C, Sample, drugX"	"Abundance: F2: 128N, Sample, drugX"	"Abundance: F2: 128C, Sample, drugX"	"Abundance: F2: 129N, Sample, drugX"	"Abundance: F2: 129C, Sample, drugX"	"Abundance: F2: 130N, Sample, drugX"	"Abundance: F2: 130C, Sample, drugX"	"Abundance: F2: 131, Sample, drugX"	"Abundances Count: F2: 126, Sample, drugX"	"Abundances Count: F2: 127N, Sample, drugX"	"Abundances Count: F2: 127C, Sample, drugX"	"Abundances Count: F2: 128N, Sample, drugX"	"Abundances Count: F2: 128C, Sample, drugX"	"Abundances Count: F2: 129N, Sample, drugX"	"Abundances Count: F2: 129C, Sample, drugX"	"Abundances Count: F2: 130N, Sample, drugX"	"Abundances Count: F2: 130C, Sample, drugX"	"Abundances Count: F2: 131, Sample, drugX"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q7Z7E8"	"Ubiquitin-conjugating enzyme E2 Q1 OS=Homo sapiens GN=UBE2Q1 PE=1 SV=1"	"0"	"23.9231349159432"	"12.3222748815166"	"4"	"5"	"4"	"1"	"422"	"46.098"	"5.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.1e7"	"3.3e7"	"3.5e7"	"3.5e7"	"3.5e7"	"3.3e7"	"3.7e7"	"3.8e7"	"2.9e7"	"2.8e7"	"0.793"	"0.854"	"0.832"	"0.895"	"0.848"	"0.889"	"0.954"	"0.737"	"0.700"	"723.9"	"574.0"	"618.4"	"602.3"	"647.8"	"613.7"	"643.6"	"690.8"	"533.3"	"506.4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.688"	"0"	"19.6821296215057"	"4"
"False"	"High"	"IsMasterProtein"	"Q8N108-12"	"Isoform 2 of Mesoderm induction early response protein 1 OS=Homo sapiens GN=MIER1"	"0"	"23.9141252901405"	"10.9734513274336"	"4"	"4"	"4"	"1"	"565"	"63.387"	"4.46"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e7"	"1.5e7"	"1.6e7"	"1.5e7"	"1.4e7"	"1.3e7"	"1.4e7"	"1.5e7"	"1.2e7"	"1.1e7"	"0.834"	"0.924"	"0.844"	"0.781"	"0.764"	"0.796"	"0.877"	"0.686"	"0.639"	"359.4"	"299.9"	"332.0"	"303.3"	"280.6"	"274.7"	"286.2"	"315.2"	"246.7"	"229.5"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.346"	"0"	"17.2993817329407"	"4"
"False"	"High"	"IsMasterProtein"	"Q8NBJ7"	"Sulfatase-modifying factor 2 OS=Homo sapiens GN=SUMF2 PE=1 SV=2"	"0"	"23.9044499661882"	"16.2790697674419"	"4"	"6"	"4"	"1"	"301"	"33.822"	"8"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e7"	"2.8e7"	"2.7e7"	"2.6e7"	"3.0e7"	"2.7e7"	"3.2e7"	"3.0e7"	"2.4e7"	"2.0e7"	"0.868"	"0.974"	"0.956"	"0.924"	"0.913"	"0.933"	"0.946"	"0.787"	"0.802"	"699.1"	"607.0"	"681.2"	"668.0"	"645.9"	"638.5"	"652.3"	"661.1"	"550.3"	"560.5"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.254"	"0"	"19.0576200485229"	"4"
"False"	"High"	"IsMasterProtein"	"O14776"	"Transcription elongation regulator 1 OS=Homo sapiens GN=TCERG1 PE=1 SV=2"	"0"	"23.8316455178139"	"7.37704918032787"	"7"	"7"	"7"	"1"	"1098"	"123.823"	"8.65"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.3e6"	"6.2e6"	"8.5e6"	"8.1e6"	"7.7e6"	"7.3e6"	"7.2e6"	"8.1e6"	"6.3e6"	"6.5e6"	"0.840"	"1.209"	"1.159"	"1.045"	"0.956"	"0.913"	"1.045"	"0.840"	"0.863"	"655.9"	"550.7"	"793.3"	"760.0"	"685.5"	"626.8"	"598.8"	"685.3"	"550.9"	"565.9"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.372"	"0"	"23.3680572509766"	"7"
"False"	"High"	"IsMasterProtein"	"O43149"	"Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Homo sapiens GN=ZZEF1 PE=1 SV=6"	"0"	"23.8302371361709"	"2.90442418101993"	"8"	"8"	"8"	"1"	"2961"	"330.864"	"5.95"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.5e7"	"2.8e7"	"3.2e7"	"3.5e7"	"3.5e7"	"3.2e7"	"3.2e7"	"3.5e7"	"2.2e7"	"2.4e7"	"0.851"	"0.951"	"0.979"	"1.007"	"0.952"	"0.935"	"0.999"	"0.730"	"0.718"	"876.7"	"746.5"	"834.0"	"858.3"	"882.6"	"834.8"	"819.6"	"875.5"	"640.1"	"629.2"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"0.119"	"0"	"22.972109079361"	"8"
"False"	"High"	"IsMasterProtein"	"P50748"	"Kinetochore-associated protein 1 OS=Homo sapiens GN=KNTC1 PE=1 SV=1"	"0"	"23.8238229649433"	"2.39927569035763"	"5"	"7"	"5"	"1"	"2209"	"250.588"	"5.97"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.1e6"	"4.2e6"	"5.1e6"	"4.5e6"	"4.4e6"	"3.7e6"	"3.5e6"	"3.6e6"	"3.1e6"	"3.4e6"	"0.970"	"1.244"	"1.135"	"1.040"	"0.876"	"0.852"	"0.898"	"0.768"	"0.870"	"793.2"	"769.8"	"987.0"	"900.4"	"824.6"	"695.2"	"675.7"	"712.0"	"609.5"	"690.4"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.111"	"0"	"23.6240000724792"	"5"
"False"	"High"	"IsMasterProtein"	"Q9C0B1"	"Alpha-ketoglutarate-dependent dioxygenase FTO OS=Homo sapiens GN=FTO PE=1 SV=3"	"0"	"23.8110968030336"	"9.7029702970297"	"3"	"3"	"3"	"1"	"505"	"58.245"	"5.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e6"	"2.5e6"	"3.0e6"	"3.0e6"	"3.0e6"	"2.8e6"	"2.8e6"	"3.1e6"	"2.4e6"	"2.3e6"	"0.826"	"0.972"	"0.972"	"0.975"	"0.943"	"0.920"	"1.017"	"0.783"	"0.752"	"506.6"	"418.4"	"492.5"	"492.3"	"493.8"	"477.5"	"466.2"	"515.4"	"396.9"	"381.1"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.241"	"0"	"16.3269381523132"	"3"
"False"	"High"	"IsMasterProtein"	"Q9UL15-2"	"Isoform 2 of BAG family molecular chaperone regulator 5 OS=Homo sapiens GN=BAG5"	"0"	"23.7933094161711"	"6.76229508196721"	"2"	"3"	"2"	"1"	"488"	"55.992"	"6"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.3e6"	"4.2e6"	"4.9e6"	"5.0e6"	"5.0e6"	"5.2e6"	"4.9e6"	"5.3e6"	"4.2e6"	"3.8e6"	"0.785"	"0.903"	"0.909"	"0.908"	"0.951"	"0.905"	"0.987"	"0.763"	"0.709"	"459.6"	"360.8"	"415.1"	"417.8"	"417.2"	"437.0"	"416.1"	"453.7"	"350.9"	"325.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.269"	"0"	"15.6721720695496"	"2"
"False"	"High"	"IsMasterProtein"	"Q04759"	"Protein kinase C theta type OS=Homo sapiens GN=PRKCQ PE=1 SV=3"	"0"	"23.7821995366755"	"7.36543909348442"	"5"	"6"	"4"	"1"	"706"	"81.811"	"7.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e7"	"7.9e6"	"4.1e6"	"5.1e6"	"6.0e6"	"7.5e6"	"8.8e6"	"9.7e6"	"7.2e6"	"7.6e6"	"0.807"	"0.469"	"0.549"	"0.625"	"0.769"	"0.900"	"0.970"	"0.746"	"0.753"	"1084.3"	"874.7"	"508.6"	"594.9"	"677.3"	"833.7"	"975.9"	"1051.4"	"808.4"	"816.1"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.342"	"0"	"22.1943345069885"	"5"
"False"	"High"	"IsMasterProtein"	"Q15813-2"	"Isoform 2 of Tubulin-specific chaperone E OS=Homo sapiens GN=TBCE"	"0"	"23.7377768689059"	"9.34256055363322"	"5"	"6"	"5"	"1"	"578"	"64.811"	"7.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.9e6"	"4.8e6"	"7.8e6"	"7.5e6"	"6.5e6"	"5.6e6"	"4.9e6"	"5.8e6"	"4.7e6"	"6.4e6"	"0.953"	"1.703"	"1.577"	"1.300"	"1.076"	"0.977"	"1.141"	"1.051"	"1.346"	"1039.9"	"991.3"	"1770.9"	"1639.9"	"1351.7"	"1119.4"	"1016.3"	"1186.2"	"1093.2"	"1399.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.315"	"0"	"23.0361273288727"	"5"
"False"	"High"	"IsMasterProtein"	"Q96ME1"	"F-box/LRR-repeat protein 18 OS=Homo sapiens GN=FBXL18 PE=1 SV=2"	"0"	"23.6929639974952"	"5.83850931677019"	"4"	"5"	"4"	"1"	"805"	"88.284"	"8.32"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.4e6"	"6.3e6"	"8.1e6"	"8.2e6"	"8.2e6"	"6.9e6"	"8.1e6"	"8.8e6"	"6.1e6"	"6.4e6"	"0.786"	"1.037"	"1.056"	"1.019"	"1.033"	"0.946"	"1.049"	"0.813"	"0.846"	"252.0"	"198.1"	"261.4"	"266.1"	"256.8"	"260.2"	"238.3"	"264.3"	"204.9"	"213.2"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.299"	"0"	"18.0442085266113"	"4"
"False"	"High"	"IsMasterProtein"	"Q13496"	"Myotubularin OS=Homo sapiens GN=MTM1 PE=1 SV=2"	"0"	"23.6684255872021"	"6.96517412935323"	"3"	"3"	"3"	"1"	"603"	"69.888"	"8.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.1e6"	"5.5e6"	"5.3e6"	"5.8e6"	"5.2e6"	"5.5e6"	"5.9e6"	"6.0e6"	"4.3e6"	"4.2e6"	"0.916"	"1.039"	"1.117"	"1.088"	"1.067"	"1.050"	"1.108"	"0.839"	"0.870"	"459.1"	"420.7"	"476.8"	"512.9"	"499.4"	"489.8"	"482.2"	"508.8"	"385.1"	"399.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.184"	"0"	"14.0784885883331"	"3"
"False"	"High"	"IsMasterProtein"	"P62081"	"40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1"	"0"	"23.6510011298096"	"21.6494845360825"	"3"	"5"	"3"	"1"	"194"	"22.113"	"10.1"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e7"	"3.9e7"	"4.0e7"	"4.1e7"	"4.2e7"	"4.4e7"	"4.4e7"	"4.3e7"	"3.7e7"	"3.5e7"	"0.913"	"0.986"	"0.960"	"0.969"	"0.958"	"1.030"	"1.011"	"0.860"	"0.839"	"535.0"	"488.6"	"527.6"	"513.7"	"518.2"	"512.5"	"550.9"	"540.8"	"459.9"	"449.1"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.848"	"0"	"19.6716003417969"	"3"
"False"	"High"	"IsMasterProtein"	"Q5JTV8"	"Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2"	"0"	"23.5839686986477"	"6.00343053173242"	"3"	"4"	"3"	"1"	"583"	"66.208"	"8.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e7"	"1.9e7"	"2.0e7"	"2.0e7"	"2.0e7"	"2.0e7"	"2.0e7"	"2.2e7"	"1.7e7"	"1.8e7"	"0.861"	"0.871"	"0.867"	"0.872"	"0.891"	"0.872"	"0.935"	"0.717"	"0.708"	"376.2"	"323.9"	"327.7"	"326.3"	"328.0"	"335.1"	"327.9"	"351.9"	"269.6"	"266.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.301"	"0"	"16.6033222675323"	"3"
"False"	"High"	"IsMasterProtein"	"Q13485"	"Mothers against decapentaplegic homolog 4 OS=Homo sapiens GN=SMAD4 PE=1 SV=1"	"0"	"23.5729630283994"	"19.0217391304348"	"7"	"9"	"7"	"1"	"552"	"60.401"	"6.99"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.7e7"	"1.5e7"	"1.8e7"	"1.8e7"	"1.7e7"	"1.5e7"	"1.5e7"	"1.7e7"	"1.4e7"	"1.4e7"	"0.879"	"1.045"	"1.100"	"1.028"	"0.977"	"0.922"	"1.001"	"0.824"	"0.821"	"504.6"	"443.4"	"527.4"	"555.2"	"518.8"	"493.0"	"465.0"	"505.1"	"415.7"	"414.4"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"1.154"	"0"	"21.3012075424194"	"7"
"False"	"High"	"IsMasterProtein"	"Q96RU2"	"Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1"	"0"	"23.5672654363906"	"3.62116991643454"	"3"	"3"	"3"	"1"	"1077"	"122.414"	"5.2"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e6"	"2.3e6"	"3.0e6"	"2.9e6"	"2.6e6"	"2.6e6"	"2.5e6"	"2.7e6"	"2.1e6"	"2.2e6"	"0.890"	"1.177"	"1.162"	"1.033"	"0.975"	"0.899"	"0.999"	"0.794"	"0.877"	"309.6"	"275.5"	"364.3"	"359.8"	"319.9"	"302.0"	"278.2"	"309.4"	"245.8"	"271.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.118"	"0"	"14.4333474636078"	"3"
"False"	"High"	"IsMasterProtein"	"Q8IVD9"	"NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3"	"0"	"23.5546226579573"	"27.9778393351801"	"7"	"7"	"7"	"1"	"361"	"40.797"	"5.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.6e7"	"3.2e7"	"3.0e7"	"3.1e7"	"3.2e7"	"3.1e7"	"3.3e7"	"3.3e7"	"2.4e7"	"2.1e7"	"0.798"	"0.890"	"0.950"	"0.907"	"0.886"	"0.867"	"0.909"	"0.651"	"0.680"	"907.7"	"724.2"	"807.7"	"862.6"	"823.1"	"804.0"	"787.2"	"825.3"	"590.7"	"617.6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.859"	"0"	"19.9465475082397"	"7"
"False"	"High"	"IsMasterProtein"	"Q9Y3X0"	"Coiled-coil domain-containing protein 9 OS=Homo sapiens GN=CCDC9 PE=1 SV=1"	"0"	"23.4916444750882"	"14.8775894538606"	"7"	"7"	"7"	"1"	"531"	"59.667"	"5.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e7"	"1.7e7"	"1.9e7"	"1.9e7"	"1.9e7"	"1.8e7"	"1.8e7"	"2.0e7"	"1.6e7"	"1.7e7"	"0.836"	"1.013"	"1.024"	"0.998"	"0.933"	"0.959"	"1.020"	"0.806"	"0.814"	"524.6"	"438.5"	"531.2"	"537.3"	"523.8"	"489.6"	"503.1"	"535.1"	"422.8"	"426.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.711"	"0"	"20.0376770496368"	"7"
"False"	"High"	"IsMasterProtein"	"Q9Y618"	"Nuclear receptor corepressor 2 OS=Homo sapiens GN=NCOR2 PE=1 SV=2"	"0"	"23.4824421994367"	"3.04950495049505"	"5"	"18"	"4"	"1"	"2525"	"274.635"	"7.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e6"	"1.8e6"	"2.0e6"	"2.2e6"	"2.2e6"	"2.2e6"	"1.9e6"	"2.3e6"	"1.5e6"	"1.8e6"	"0.830"	"0.929"	"1.008"	"0.964"	"0.956"	"0.872"	"1.046"	"0.727"	"0.828"	"344.9"	"286.4"	"320.4"	"347.6"	"332.5"	"329.6"	"300.7"	"360.8"	"250.9"	"285.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.102"	"0"	"20.3454682826996"	"5"
"False"	"High"	"IsMasterProtein"	"Q14691"	"DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1"	"0"	"23.451675046518"	"22.4489795918367"	"3"	"3"	"3"	"1"	"196"	"22.974"	"7.39"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e7"	"2.3e7"	"3.0e7"	"3.0e7"	"2.9e7"	"2.8e7"	"2.7e7"	"2.9e7"	"2.1e7"	"2.4e7"	"0.727"	"0.992"	"0.935"	"0.943"	"0.871"	"0.885"	"0.943"	"0.649"	"0.669"	"457.7"	"332.7"	"454.2"	"428.0"	"431.4"	"398.5"	"404.9"	"431.4"	"297.2"	"306.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.54"	"0"	"13.9809973239899"	"3"
"False"	"High"	"IsMasterProtein"	"Q96SY0"	"von Willebrand factor A domain-containing protein 9 OS=Homo sapiens GN=VWA9 PE=1 SV=2"	"0"	"23.4363318910909"	"14.8648648648649"	"4"	"6"	"4"	"1"	"518"	"57.434"	"5.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.5e6"	"4.1e6"	"5.1e6"	"5.3e6"	"4.8e6"	"4.7e6"	"4.7e6"	"4.9e6"	"3.9e6"	"3.9e6"	"0.754"	"0.939"	"0.973"	"0.894"	"0.874"	"0.869"	"0.940"	"0.702"	"0.706"	"459.4"	"346.6"	"431.6"	"447.0"	"410.8"	"401.6"	"399.4"	"432.0"	"322.6"	"324.4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.532"	"0"	"19.8072574138641"	"4"
"False"	"High"	"IsMasterProtein"	"P11717"	"Cation-independent mannose-6-phosphate receptor OS=Homo sapiens GN=IGF2R PE=1 SV=3"	"0"	"23.3984015108942"	"3.17141710156564"	"6"	"6"	"6"	"1"	"2491"	"274.199"	"5.94"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.5e6"	"5.0e6"	"5.7e6"	"5.3e6"	"5.3e6"	"5.3e6"	"5.5e6"	"5.8e6"	"4.4e6"	"4.3e6"	"0.816"	"0.880"	"0.858"	"0.826"	"0.842"	"0.863"	"0.924"	"0.707"	"0.671"	"1247.7"	"1018.4"	"1097.7"	"1070.4"	"1030.9"	"1050.1"	"1076.5"	"1152.6"	"881.7"	"837.7"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.1"	"0"	"21.4148571491241"	"6"
"False"	"High"	"IsMasterProtein"	"Q14966"	"Zinc finger protein 638 OS=Homo sapiens GN=ZNF638 PE=1 SV=2"	"0"	"23.3876958233175"	"3.33670374115268"	"6"	"7"	"6"	"1"	"1978"	"220.488"	"6.38"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e7"	"1.1e7"	"1.2e7"	"1.1e7"	"1.1e7"	"1.1e7"	"1.1e7"	"1.2e7"	"8.6e6"	"8.2e6"	"0.780"	"0.876"	"0.874"	"0.841"	"0.844"	"0.844"	"0.886"	"0.647"	"0.642"	"1328.6"	"1036.1"	"1164.4"	"1161.1"	"1117.1"	"1121.0"	"1121.8"	"1177.1"	"859.4"	"852.7"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.158"	"0"	"21.3168094158173"	"6"
"False"	"High"	"IsMasterProtein"	"Q6ZN17"	"Protein lin-28 homolog B OS=Homo sapiens GN=LIN28B PE=1 SV=1"	"0"	"23.353964136662"	"24.8"	"6"	"7"	"6"	"1"	"250"	"27.066"	"8.91"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.3e7"	"2.6e7"	"3.1e7"	"3.1e7"	"2.9e7"	"2.8e7"	"2.7e7"	"3.1e7"	"2.2e7"	"2.3e7"	"0.739"	"0.853"	"0.887"	"0.820"	"0.811"	"0.819"	"0.888"	"0.623"	"0.623"	"1266.2"	"935.9"	"1080.3"	"1123.0"	"1037.8"	"1027.0"	"1036.5"	"1124.5"	"788.8"	"788.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"1.239"	"0"	"21.7791199684143"	"6"
"False"	"High"	"IsMasterProtein"	"Q96ST3"	"Paired amphipathic helix protein Sin3a OS=Homo sapiens GN=SIN3A PE=1 SV=2"	"0"	"23.2830458752751"	"4.71327572663001"	"4"	"5"	"4"	"1"	"1273"	"145.085"	"7.25"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.3e6"	"4.3e6"	"4.9e6"	"5.2e6"	"4.9e6"	"4.6e6"	"4.4e6"	"4.9e6"	"3.6e6"	"4.0e6"	"0.822"	"1.052"	"1.141"	"1.007"	"0.945"	"0.871"	"0.991"	"0.765"	"0.840"	"577.7"	"474.7"	"607.6"	"659.0"	"582.0"	"545.8"	"503.3"	"572.5"	"441.9"	"485.3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.182"	"0"	"16.8631269931793"	"4"
"False"	"High"	"IsMasterProtein"	"P16157-14"	"Isoform Er13 of Ankyrin-1 OS=Homo sapiens GN=ANK1"	"0"	"23.2171213550527"	"2.77357539082199"	"4"	"4"	"4"	"1"	"1983"	"217.344"	"6.3"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.2e6"	"4.9e6"	"6.9e6"	"6.4e6"	"5.8e6"	"5.0e6"	"4.4e6"	"5.4e6"	"4.7e6"	"5.2e6"	"0.851"	"1.479"	"1.347"	"1.078"	"0.920"	"0.788"	"1.004"	"0.888"	"1.091"	"321.2"	"273.5"	"474.9"	"432.7"	"346.4"	"295.6"	"253.1"	"322.6"	"285.1"	"350.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.087"	"0"	"15.6745672225952"	"4"
"False"	"High"	"IsMasterProtein"	"Q9Y2L1"	"Exosome complex exonuclease RRP44 OS=Homo sapiens GN=DIS3 PE=1 SV=2"	"0"	"23.1728537734084"	"6.57620041753653"	"6"	"6"	"6"	"1"	"958"	"108.934"	"7.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e7"	"9.5e6"	"1.2e7"	"1.1e7"	"1.0e7"	"9.9e6"	"8.9e6"	"1.0e7"	"8.0e6"	"8.6e6"	"0.904"	"1.140"	"1.081"	"1.057"	"0.953"	"0.891"	"0.987"	"0.844"	"0.916"	"638.4"	"577.2"	"727.8"	"690.1"	"674.5"	"608.1"	"568.5"	"630.1"	"539.0"	"584.7"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.274"	"0"	"18.9696021080017"	"6"
"False"	"High"	"IsMasterProtein"	"O60832"	"H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3"	"0"	"23.1594387187225"	"10.5058365758755"	"4"	"5"	"4"	"1"	"514"	"57.638"	"9.42"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e7"	"2.1e7"	"2.7e7"	"2.7e7"	"2.6e7"	"2.4e7"	"2.3e7"	"2.5e7"	"2.0e7"	"2.0e7"	"0.762"	"0.878"	"0.893"	"0.901"	"0.862"	"0.863"	"0.859"	"0.706"	"0.645"	"466.1"	"355.2"	"409.3"	"416.2"	"419.9"	"402.0"	"402.3"	"400.3"	"329.1"	"300.6"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.403"	"0"	"18.3267006874084"	"4"
"False"	"High"	"IsMasterProtein"	"P31323"	"cAMP-dependent protein kinase type II-beta regulatory subunit OS=Homo sapiens GN=PRKAR2B PE=1 SV=3"	"0"	"23.1500840443795"	"11.9617224880383"	"5"	"5"	"4"	"1"	"418"	"46.273"	"4.92"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e7"	"3.0e7"	"1.3e7"	"1.3e7"	"1.6e7"	"2.4e7"	"2.9e7"	"3.0e7"	"2.9e7"	"2.9e7"	"1.009"	"0.449"	"0.450"	"0.574"	"0.857"	"1.029"	"1.092"	"0.951"	"0.944"	"695.2"	"701.2"	"312.0"	"312.6"	"399.0"	"596.0"	"715.1"	"759.2"	"660.9"	"656.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.425"	"0"	"18.3023536205292"	"5"
