Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (127C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (128N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (128C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (129N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (129C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (130N, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (130C, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance Ratio: (131, Treatmentrep1) / (126, Treatmentrep1)"	"Abundance: F1: 126, Sample, Treatmentrep1"	"Abundance: F1: 127N, Sample, Treatmentrep1"	"Abundance: F1: 127C, Sample, Treatmentrep1"	"Abundance: F1: 128N, Sample, Treatmentrep1"	"Abundance: F1: 128C, Sample, Treatmentrep1"	"Abundance: F1: 129N, Sample, Treatmentrep1"	"Abundance: F1: 129C, Sample, Treatmentrep1"	"Abundance: F1: 130N, Sample, Treatmentrep1"	"Abundance: F1: 130C, Sample, Treatmentrep1"	"Abundance: F1: 131, Sample, Treatmentrep1"	"Abundances Count: F1: 126, Sample, Treatmentrep1"	"Abundances Count: F1: 127N, Sample, Treatmentrep1"	"Abundances Count: F1: 127C, Sample, Treatmentrep1"	"Abundances Count: F1: 128N, Sample, Treatmentrep1"	"Abundances Count: F1: 128C, Sample, Treatmentrep1"	"Abundances Count: F1: 129N, Sample, Treatmentrep1"	"Abundances Count: F1: 129C, Sample, Treatmentrep1"	"Abundances Count: F1: 130N, Sample, Treatmentrep1"	"Abundances Count: F1: 130C, Sample, Treatmentrep1"	"Abundances Count: F1: 131, Sample, Treatmentrep1"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P35908	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	22.37871674	13	38	8	1	639	65.393	8		3849	ENSG00000172867	KRT2	12	cell proliferation;cellular component movement	cytoplasm;cytoskeleton;Golgi;membrane;nucleus	protein binding;structural molecule activity	"Pf00038, Pf08614, Pf12128, Pf13166"	1.11	1.523	1.272	1.936	0.986	0.879	1.137	0.966	2.183	1225.6	1360.1	1866.8	1559.3	2373.3	1208.1	1076.9	1394.1	1184.5	2675.1	9	9	9	9	9	9	9	9	9	9	1.006	1	67.01817608	13	378.2412044	12
FALSE	IsMasterProtein	P35914	"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2"	35.38461538	11	29	9	1	325	34.338	8.54		3155	ENSG00000117305	HMGCL	1	cell organization and biogenesis;metabolic process;response to stimulus	membrane;mitochondrion;organelle lumen	catalytic activity;metal ion binding;protein binding	Pf00682	0.96	1.056	0.689	0.471	0.205	0.114	0.061	0.049	0.031	5253.5	5045.5	5549.4	3619.7	2475.9	1079.2	599.7	322.1	255.8	164.2	9	9	9	9	9	9	9	9	9	9	3.084	2	48.7476418	11	289.8519546	11
FALSE	IsMasterProtein	P35998	26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	77.13625866	31	163	31	1	433	48.603	5.95		5701	ENSG00000161057	PSMC2	7	cell death;cell differentiation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus;proteasome	catalytic activity;nucleotide binding;protein binding	"Pf00004, Pf00158, Pf07724, Pf07726, Pf07728, Pf13191, Pf13401"	1.026	1.082	0.995	0.67	0.346	0.147	0.076	0.055	0.043	19891.1	20398.5	21516.4	19793.4	13320.9	6877.1	2926.4	1519.3	1090.9	852.4	38	38	38	38	38	38	38	38	38	38	29.47	0	307.5208946	30	1833.796154	28
FALSE	IsMasterProtein	P36268	Gamma-glutamyltranspeptidase 2 OS=Homo sapiens GN=GGT2 PE=1 SV=3	1.58172232	1	1	1	1	569	61.732	7.58		728441		GGT2	22	metabolic process	cytoplasm;endoplasmic reticulum;membrane	catalytic activity	Pf01019																														0.072	0			0	1
FALSE	IsMasterProtein	P36402-3	Isoform 1L of Transcription factor 7 OS=Homo sapiens GN=TCF7	2.02020202	1	2	1	1	495	54.091	8.78								protein binding	"Pf00505, Pf08347, Pf09011"	0.878	0.837	0.832	0.778	0.62	0.531	0.429	0.406	0.354	213.2	187.1	178.5	177.4	165.9	132.1	113.3	91.5	86.6	75.4	1	1	1	1	1	1	1	1	1	1	0.096	0	2.769626856	1	32.65	1
FALSE	IsMasterProtein	P36404	ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4	44.02173913	7	18	7	1	184	20.865	6.34		402	ENSG00000213465	ARL2	11	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;mitochondrion;nucleus;organelle lumen	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding	"Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439"	0.995	1.098	0.847	0.562	0.284	0.184	0.094	0.06	0.036	3710.5	3690.5	4075.7	3141.8	2085	1052.7	684	350.3	221.7	133.9	8	8	8	8	8	8	8	8	8	8	4.337	0	32.27704763	6	229.2645751	7
FALSE	IsMasterProtein	P36405	ADP-ribosylation factor-like protein 3 OS=Homo sapiens GN=ARL3 PE=1 SV=2	40.10989011	7	20	7	1	182	20.443	7.24		403	ENSG00000138175	ARL3	10	cell division;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;Golgi;membrane;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00009, Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439"	0.993	1.098	0.965	0.811	0.557	0.407	0.182	0.079	0.041	1652	1640.5	1813.7	1594.1	1339.3	920.6	672.6	301.3	130.9	67.8	5	5	5	5	5	5	5	5	5	5	3.642	0	35.3171128	6	222.5998174	7
FALSE	IsMasterProtein	P36507	Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens GN=MAP2K2 PE=1 SV=1	42.5	15	44	12	1	400	44.396	6.55		5605	ENSG00000126934	MAP2K2	19	cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;endosome;extracellular;Golgi;membrane;mitochondrion;nucleus	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding;structural molecule activity	"Pf00069, Pf07714, Pf14531"	0.982	1.022	0.854	0.511	0.219	0.126	0.075	0.062	0.054	6968.4	6845	7121.5	5952.5	3560.8	1523.2	880.3	519.9	435.3	375.1	11	11	11	11	11	11	11	11	11	11	4.78	3	88.6251049	15	475.5281183	12
FALSE	IsMasterProtein	P36542	"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1"	8.053691275	3	7	2	1	298	32.975	9.22		509	ENSG00000165629	ATP5C1	10	metabolic process;transport	membrane;mitochondrion;organelle lumen	catalytic activity;RNA binding;transporter activity	Pf00231	0.726	0.53	0.411	0.278	0.199	0.157	0.129	0.115	0.076	1415	1027.9	749.4	581.7	392.9	281.8	221.8	182.6	163.1	107.7	2	2	2	2	2	2	2	2	2	2	0.468	0	10.73348641	3	92.48333333	2
FALSE	IsMasterProtein	P36543	V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1	61.94690265	14	56	13	1	226	26.129	8		529	ENSG00000131100	ATP6V1E1	22	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;endosome;membrane;mitochondrion	catalytic activity;protein binding;transporter activity	Pf01991	0.968	1.027	0.887	0.661	0.468	0.328	0.094	0.063	0.044	6535.2	6323.5	6710.5	5799.8	4319.4	3061	2141.9	615.6	413.7	289.2	17	17	17	17	17	17	17	17	17	17	22.714	0	90.00558293	14	514.2102682	12
FALSE	IsMasterProtein	P36551	"Coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens GN=CPOX PE=1 SV=3"	44.49339207	17	63	17	1	454	50.12	8.25		1371	ENSG00000080819	CPOX	3	metabolic process;response to stimulus	cytoplasm;membrane;mitochondrion	catalytic activity;protein binding;structural molecule activity	Pf01218	1.004	1.067	1.006	0.923	0.717	0.584	0.312	0.143	0.077	6077.9	6101	6487.2	6114.6	5609.4	4356.3	3547.6	1894.6	867.7	468.8	17	17	17	17	17	17	17	17	17	17	4.012	0	129.3024316	17	682.086815	17
FALSE	IsMasterProtein	P36578	60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5	44.02810304	23	63	22	1	427	47.667	11.06		6124	ENSG00000174444	RPL4	15	cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	protein binding;RNA binding;structural molecule activity	"Pf00573, Pf14374"	0.838	0.961	0.874	0.824	0.723	0.679	0.241	0.16	0.181	8309.6	6965.6	7988.2	7265.8	6848.4	6004	5645.3	2001.9	1330	1506.1	19	19	19	19	19	19	19	19	19	19	7.577	1	117.9458653	23	631.9413043	14
FALSE	IsMasterProtein	P36639	"7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens GN=NUDT1 PE=1 SV=3"	27.41116751	6	25	6	1	197	22.505	5.27		4521		NUDT1	7	cell communication;metabolic process;response to stimulus	cytoplasm;cytosol;mitochondrion;nucleus;organelle lumen	catalytic activity;metal ion binding;protein binding;RNA binding	Pf00293	0.985	0.972	0.909	0.782	0.558	0.377	0.112	0.052	0.031	2819.2	2776.7	2740.9	2561.3	2205.9	1573.8	1062.2	315.9	146.7	87.8	6	6	6	6	6	6	6	6	6	6	3.642	0	47.96701479	6	292.9718182	5
FALSE	IsMasterProtein	P36873-2	Isoform Gamma-2 of Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC	54.30267062	14	91	4	1	337	38.493	6.13		5501	ENSG00000186298	PPP1CC	12	cell differentiation;cell division;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;mitochondrion;nucleus	catalytic activity;metal ion binding;protein binding;RNA binding	Pf00149	1.002	1.061	0.9	0.723	0.511	0.399	0.214	0.122	0.078	7772.9	7786.3	8246	6994.4	5621.1	3968.9	3103.7	1659.6	946.3	608.5	16	16	16	16	16	16	16	16	16	16	7.111	14	185.3067824	14	899.8202703	13
FALSE	IsMasterProtein	P36897-2	Isoform 2 of TGF-beta receptor type-1 OS=Homo sapiens GN=TGFBR1	3.15581854	1	5	1	1	507	56.312	7.55		7046	ENSG00000106799	TGFBR1	9	cell death;cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus	endosome;membrane	catalytic activity;metal ion binding;nucleotide binding;protein binding;receptor activity;signal transducer activity	"Pf00069, Pf01064, Pf07714, Pf08515"	0.951	0.966	0.831	0.604	0.469	0.354	0.254	0.188	0.109	415.2	394.7	401.1	345.1	250.6	194.8	147	105.3	78.1	45.4	1	1	1	1	1	1	1	1	1	1	0.08	0	0	1		
FALSE	IsMasterProtein	P36915	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2	31.63097199	18	48	18	1	607	68.619	5.8		2794	ENSG00000229470; ENSG00000204590; ENSG00000226882; ENSG00000228581; ENSG00000206492; ENSG00000235986; ENSG00000232143	GNL1	CHRHSCHR6MHCDBBCTG1; 6; CHRHSCHR6MHCSSTOCTG1; CHRHSCHR6MHCMCFCTG1; CHRHSCHR6MHCQBLCTG1; CHRHSCHR6MHCCOXCTG1; CHRHSCHR6MHCMANNCTG1	metabolic process;regulation of biological process;response to stimulus;transport	cytosol;nucleus	catalytic activity;nucleotide binding;structural molecule activity;transporter activity	"Pf01926, Pf02421"	1.006	0.973	0.736	0.274	0.179	0.101	0.058	0.04	0.029	7414.8	7458.6	7215.4	5457	2034.8	1328.6	746.6	428.5	300.2	212.8	15	15	15	15	15	15	15	15	15	15	2.162	0	88.74952698	18	549.4929781	16
FALSE	IsMasterProtein	P36952	Serpin B5 OS=Homo sapiens GN=SERPINB5 PE=1 SV=2	1.866666667	1	2	1	1	375	42.073	6.05		5268	ENSG00000206075	SERPINB5	18	cell organization and biogenesis;cellular component movement;regulation of biological process	cytoplasm;extracellular	enzyme regulator activity;protein binding	Pf00079																														0.11	0	2.452574492	1	0	1
FALSE	IsMasterProtein	P36954	DNA-directed RNA polymerase II subunit RPB9 OS=Homo sapiens GN=POLR2I PE=1 SV=1	64.8	6	16	6	1	125	14.514	5.14	Acetyl [N-Term]	5438	ENSG00000105258	POLR2I	19	metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;DNA binding;metal ion binding	"Pf01096, Pf02150"	0.99	1.074	1.069	1.033	0.926	1.049	0.927	0.926	0.89	1294.8	1281.5	1391	1384	1338	1198.7	1358.2	1200.6	1199.3	1152.7	6	6	6	6	6	6	6	6	6	6	4.995	0	37.12276196	6	220.1957143	4
FALSE	IsMasterProtein	P36955	Pigment epithelium-derived factor OS=Homo sapiens GN=SERPINF1 PE=1 SV=4	12.44019139	5	8	5	1	418	46.283	6.38		5176	ENSG00000132386	SERPINF1	17	cell proliferation;cellular homeostasis;development;regulation of biological process;response to stimulus	extracellular	enzyme regulator activity;protein binding	Pf00079	0.947	0.943	0.919	0.769	0.472	0.317	0.107	0.063	0.043	2384.7	2257.5	2249.3	2192	1834.4	1124.4	754.8	254.5	149.3	102.3	5	5	5	5	5	5	5	5	5	5	0.616	0	13.05418801	5	51.29	3
FALSE	IsMasterProtein	P36957	"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4"	25.38631347	10	50	10	1	453	48.724	8.95		1743	ENSG00000119689	DLST	14	metabolic process	membrane;mitochondrion;nucleus;organelle lumen	catalytic activity;protein binding	"Pf00198, Pf00364"	1.095	1.2	1.193	1.072	1.041	1.056	1.113	0.949	0.987	3439.6	3765.4	4128.4	4102.5	3687	3579.4	3632.5	3827.6	3264.8	3396.4	10	10	10	10	10	10	10	10	10	10	2.162	0	97.78059793	10	877.8978195	10
FALSE	IsMasterProtein	P36959	GMP reductase 1 OS=Homo sapiens GN=GMPR PE=1 SV=1	53.04347826	16	72	13	1	345	37.395	7.06		2766	ENSG00000137198	GMPR	6	metabolic process;response to stimulus	cytosol	catalytic activity;metal ion binding	"Pf00478, Pf01645"	1.042	1.146	1.146	1.067	1.216	1.104	1.173	1.137	1.105	3725.1	3882.8	4268.9	4269.2	3976.4	4530.5	4111.6	4368.7	4235.4	4117.3	16	16	16	16	16	16	16	16	16	16	11.743	2	127.0490903	16	834.6864428	15
FALSE	IsMasterProtein	P36969	"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 PE=1 SV=3"	27.91878173	5	12	5	1	197	22.161	8.37		2879	ENSG00000167468	GPX4	19	cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;mitochondrion;nucleus	antioxidant activity;catalytic activity	Pf00255	0.996	1.042	0.918	0.76	0.32	0.094	0.037	0.028	0.024	2263.4	2253.3	2357.8	2077	1719.4	724	213.1	84.5	62.5	54.1	4	4	4	4	4	4	4	4	4	4	1.154	0	23.62543917	5	136.5029511	5
FALSE	IsMasterProtein	P37108	Signal recognition particle 14 kDa protein OS=Homo sapiens GN=SRP14 PE=1 SV=2	45.58823529	7	32	6	1	136	14.561	10.04		6727	ENSG00000140319	SRP14	15	cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;cytosol;nucleus	protein binding;RNA binding	Pf02290	1.031	1.223	0.979	0.916	0.767	0.68	0.37	0.244	0.114	3730.1	3845.5	4560.2	3650.2	3418.6	2861.2	2536.7	1380.1	910.9	423.8	8	8	8	8	8	8	8	8	8	8	16.783	1	50.14779878	6	518.4032294	7
FALSE	IsMasterProtein	P37198	Nuclear pore glycoprotein p62 OS=Homo sapiens GN=NUP62 PE=1 SV=3	30.26819923	12	41	12	1	522	53.222	5.31		23636	ENSG00000213024	NUP62	19	cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;membrane;nucleus	protein binding;structural molecule activity;transporter activity	Pf05064	0.958	0.99	0.783	0.572	0.373	0.274	0.173	0.148	0.133	4145.5	3972.8	4103.3	3245.5	2371.5	1546.8	1134.9	715.5	615.2	551.7	11	11	11	11	11	11	11	11	11	11	13.251	0	83.17814636	11	390.6196866	11
FALSE	IsMasterProtein	P37235	Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3	56.47668394	11	31	11	1	193	22.299	5.35		3241	ENSG00000115756	HPCAL1	2	regulation of biological process;response to stimulus	membrane	metal ion binding;protein binding	"Pf00036, Pf13202, Pf13405, Pf13499, Pf13833"	1.023	1.032	1.011	0.794	0.721	0.588	0.498	0.465	0.468	3173.6	3246.2	3276.5	3207.6	2518.7	2289.2	1865.5	1578.9	1475.1	1484.2	11	11	11	11	11	11	11	11	11	11	5.31	0	50.60223317	11	202.0249003	10
FALSE	IsMasterProtein	P37268	Squalene synthase OS=Homo sapiens GN=FDFT1 PE=1 SV=1	2.877697842	1	2	1	1	417	48.084	6.54		2222	ENSG00000079459	FDFT1	8	metabolic process	endoplasmic reticulum;membrane	catalytic activity	Pf00494	0.968	0.912	0.777	0.557	0.308	0.207	0.128	0.107	0.108	321.4	311.2	293.2	249.7	179	99	66.6	41.1	34.4	34.8	1	1	1	1	1	1	1	1	1	1	0.101	0	4.13166523	1	31.86	1
FALSE	IsMasterProtein	P37275-2	Isoform 2 of Zinc finger E-box-binding homeobox 1 OS=Homo sapiens GN=ZEB1	5.866666667	4	6	4	1	1125	123.999	4.93		6935	ENSG00000148516	ZEB1	10	cell proliferation;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;metal ion binding;protein binding	"Pf00046, Pf00096, Pf13465, Pf13894"	0.969	0.914	1.177	0.817	0.673	0.495	0.354	0.279	0.22	511.3	495.3	467.3	602	417.9	343.9	253.1	181.1	142.4	112.6	3	3	3	3	3	3	3	3	3	3	0.179	0	13.76721001	4	36.04	2
FALSE	IsMasterProtein	P37802	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	79.89949749	14	268	13	1	199	22.377	8.25		8407	ENSG00000158710	TAGLN2	1	cell differentiation		protein binding	"Pf00307, Pf00402"	1.026	1.085	0.975	0.889	0.666	0.458	0.24	0.175	0.136	32437.7	33293	35195.1	31611.3	28827.7	21614.3	14855.3	7772.6	5679	4420.2	33	33	33	33	33	33	33	33	33	33	609.54	4	451.9216069	13	3199.747999	14
FALSE	IsMasterProtein	P37837	Transaldolase OS=Homo sapiens GN=TALDO1 PE=1 SV=2	50.44510386	21	220	20	1	337	37.516	6.81		6888	ENSG00000177156	TALDO1	11	metabolic process	cytoplasm;cytosol;nucleus	catalytic activity;protein binding	Pf00923	0.983	1.059	0.93	0.681	0.352	0.247	0.193	0.163	0.136	33764.2	33197.5	35754.4	31392.7	22998.7	11887.6	8340.6	6514.1	5505.1	4588.9	35	35	35	35	35	35	35	35	35	35	33.807	1	369.1070501	21	1878.8845	15
FALSE	IsMasterProtein	P37840	Alpha-synuclein OS=Homo sapiens GN=SNCA PE=1 SV=1	23.57142857	2	4	2	1	140	14.451	4.7		6622	ENSG00000145335	SNCA	4	cell communication;cell death;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;endoplasmic reticulum;extracellular;Golgi;membrane;mitochondrion;nucleus;ribosome;vacuole	catalytic activity;DNA binding;enzyme regulator activity;metal ion binding;protein binding;transporter activity	Pf01387	0.97	0.954	1.054	0.88	0.781	0.636	0.594	0.488	0.432	219.4	212.8	209.3	231.3	193	171.4	139.6	130.3	107	94.8	1	1	1	1	1	1	1	1	1	1	0.778	0	11.66934824	2	164.18	2
FALSE	IsMasterProtein	P38117	Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3	56.8627451	15	99	15	1	255	27.826	8.1		2109	ENSG00000105379	ETFB	19	metabolic process;transport	mitochondrion;organelle lumen		Pf01012	0.959	1.028	0.855	0.721	0.492	0.393	0.172	0.082	0.045	9569.3	9175.5	9833.3	8182.9	6900.1	4706.9	3760.3	1650.3	780.8	426.5	17	17	17	17	17	17	17	17	17	17	19.535	0	183.2425709	15	1102.70109	14
FALSE	IsMasterProtein	P38159	"RNA-binding motif protein, X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3"	30.17902813	14	27	6	1	391	42.306	10.05		27316	ENSG00000147274	RBMX	X	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	membrane;nucleus;spliceosomal complex	DNA binding;nucleotide binding;protein binding;RNA binding	"Pf00076, Pf08081, Pf13893, Pf14259"	0.735	0.675	0.466	0.354	0.218	0.158	0.09	0.079	0.064	4383.5	3221	2960.2	2043.2	1551.4	957.5	692.9	395.5	346.9	280.9	11	11	11	11	11	11	11	11	11	11	1.656	7	41.37515306	14	240.7163906	13
FALSE	IsMasterProtein	P38432	Coilin OS=Homo sapiens GN=COIL PE=1 SV=1	10.59027778	4	7	4	1	576	62.57	9.07		8161	ENSG00000121058	COIL	17	metabolic process	cytoplasm;membrane;nucleus	catalytic activity;protein binding		1.034	1.028	0.928	0.654	0.45	0.317	0.191	0.158	0.123	1204.4	1244.8	1238	1117.4	787.2	542.4	381.8	230.6	190.7	148.6	4	4	4	4	4	4	4	4	4	4	0.301	0	17.04949069	4	75.96666667	3
FALSE	IsMasterProtein	P38646	"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2"	58.46833579	39	472	38	1	679	73.635	6.16		3313	ENSG00000113013	HSPA9	5	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;mitochondrion;nucleus	nucleotide binding;protein binding;RNA binding	"Pf00012, Pf06723"	1.02	1.042	1.035	0.866	0.505	0.201	0.101	0.068	0.057	62130.1	63371.1	64746.7	64315.1	53821	31364.5	12465.5	6247.2	4224	3524.8	63	63	63	63	63	63	63	63	63	63	42.288	2	1009.684789	39	7146.597893	36
FALSE	IsMasterProtein	P38919	Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4	41.60583942	18	53	16	1	411	46.841	6.73		9775	ENSG00000141543	EIF4A3	17	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus;spliceosomal complex	catalytic activity;nucleotide binding;protein binding;RNA binding	"Pf00270, Pf00271"	0.976	0.994	0.772	0.25	0.132	0.071	0.045	0.033	0.028	7218.6	7048.7	7178	5573.5	1805.1	953.2	509.7	324.9	239.5	199.8	17	17	17	17	17	17	17	17	17	17	5.918	0	99.21856034	18	562.1755606	14
FALSE	IsMasterProtein	P39019	40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	58.62068966	9	47	9	1	145	16.051	10.32		6223	ENSG00000105372	RPS19	19	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	protein binding;RNA binding;structural molecule activity	Pf01090	0.926	1.04	0.819	0.687	0.488	0.394	0.157	0.093	0.061	4781.4	4428	4971.3	3915	3283.3	2335	1883.1	751	442.3	293.9	10	10	10	10	10	10	10	10	10	10	9	0	76.10081637	9	463.3901002	8
FALSE	IsMasterProtein	P39023	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	38.2133995	15	53	15	1	403	46.08	10.18		6122	ENSG00000100316	RPL3	22	cell organization and biogenesis;metabolic process;response to stimulus;transport	cytoplasm;cytosol;nucleus;ribosome	RNA binding;structural molecule activity	Pf00297	0.892	1.013	0.791	0.724	0.578	0.53	0.151	0.082	0.059	4051.9	3616	4104.1	3204.9	2932	2343.5	2148	611.5	331.6	240.4	15	15	15	15	15	15	15	15	15	15	8.006	0	86.3686657	14	487.6995103	15
FALSE	IsMasterProtein	P39059	Collagen alpha-1(XV) chain OS=Homo sapiens GN=COL15A1 PE=1 SV=2	2.449567723	3	6	3	1	1388	141.632	5		1306	ENSG00000204291	COL15A1	9	cell differentiation;cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	extracellular;organelle lumen	structural molecule activity	"Pf06482, Pf13385"	0.963	1.063	0.961	0.815	0.651	0.515	0.255	0.163	0.094	504.9	486.3	536.9	485.3	411.7	328.5	259.9	129	82.2	47.7	3	3	3	3	3	3	3	3	3	3	0.136	0	10.29875231	3	114.75	3
FALSE	IsMasterProtein	P39060	Collagen alpha-1(XVIII) chain OS=Homo sapiens GN=COL18A1 PE=1 SV=5	1.767388826	2	4	2	1	1754	178.077	6.01		80781	ENSG00000182871	COL18A1	21	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	extracellular;organelle lumen	metal ion binding;protein binding;structural molecule activity	"Pf01391, Pf01392, Pf06121, Pf06482, Pf13385"	0.958	1.004	0.947	0.803	0.618	0.396	0.272	0.171	0.094	502.2	481	504.2	475.8	403.2	310.2	198.9	136.5	86.1	47	2	2	2	2	2	2	2	2	2	2	0.062	0	9.846926928	2	89.46	2
FALSE	IsMasterProtein	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1	39.35742972	12	161	8	1	249	28.568	4.09		8125	ENSG00000140350	ANP32A	15	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;endoplasmic reticulum;nucleus	protein binding;RNA binding	"Pf12799, Pf13855, Pf14580"	0.875	1.066	0.866	0.952	0.622	0.701	0.535	0.435	0.354	15571.1	13617.5	16606.2	13481.3	14826.4	9686.9	10908.8	8324.3	6776.4	5516.3	16	16	16	16	16	16	16	16	16	16	42.288	6	315.3003601	12	1750.037247	9
FALSE	IsMasterProtein	P39748	Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1	53.94736842	19	85	19	1	380	42.566	8.62		2237	ENSG00000168496	FEN1	11	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	membrane;mitochondrion;nucleus	catalytic activity;DNA binding;metal ion binding;protein binding	"Pf00752, Pf00867, Pf01367"	0.987	0.98	0.766	0.387	0.15	0.076	0.048	0.039	0.032	14787.6	14592.9	14488.5	11328.6	5729.7	2212.9	1124.1	715.9	574.4	472.9	23	23	23	23	23	23	23	23	23	23	10.007	0	191.0747857	19	1153.617467	17
