Checked	Master	Accession	Description	Coverage	# Peptides	# PSMs	# Unique Peptides	# Protein Groups	# AAs	MW [kDa]	calc. pI	Modifications	Entrez Gene ID	Ensembl Gene ID	Gene ID	Chromosome	Biological Process	Cellular Component	Molecular Function	Pfam IDs	"Abundance Ratio: (127N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (127C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (128C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (129C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130N, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (130C, Ctrl) / (126, Ctrl)"	"Abundance Ratio: (131, Ctrl) / (126, Ctrl)"	"Abundance: F1: 126, Sample, Ctrl"	"Abundance: F1: 127N, Sample, Ctrl"	"Abundance: F1: 127C, Sample, Ctrl"	"Abundance: F1: 128N, Sample, Ctrl"	"Abundance: F1: 128C, Sample, Ctrl"	"Abundance: F1: 129N, Sample, Ctrl"	"Abundance: F1: 129C, Sample, Ctrl"	"Abundance: F1: 130N, Sample, Ctrl"	"Abundance: F1: 130C, Sample, Ctrl"	"Abundance: F1: 131, Sample, Ctrl"	"Abundances Count: F1: 126, Sample, Ctrl"	"Abundances Count: F1: 127N, Sample, Ctrl"	"Abundances Count: F1: 127C, Sample, Ctrl"	"Abundances Count: F1: 128N, Sample, Ctrl"	"Abundances Count: F1: 128C, Sample, Ctrl"	"Abundances Count: F1: 129N, Sample, Ctrl"	"Abundances Count: F1: 129C, Sample, Ctrl"	"Abundances Count: F1: 130N, Sample, Ctrl"	"Abundances Count: F1: 130C, Sample, Ctrl"	"Abundances Count: F1: 131, Sample, Ctrl"	emPAI	# Razor Peptides	Score Sequest HT	# Peptides Sequest HT	Score Mascot	# Peptides Mascot
FALSE	IsMasterProtein	P35237	Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3	57.44680851	16	154	9	1	376	42.594	5.27		5269	ENSG00000124570	SERPINB6	6	regulation of biological process;response to stimulus	cytoplasm;cytosol;nucleus	enzyme regulator activity;protein binding	Pf00079	1.012	1.081	0.993	0.902	0.748	0.608	0.298	0.102	0.078	18494.9	18711.9	19998.2	18371	16679.5	13826.3	11251	5520.1	1887.4	1442.6	25	25	25	25	25	25	25	25	25	25	11.115	12	301.6425228	15	2549.074286	16
FALSE	IsMasterProtein	P35240-2	Isoform 2 of Merlin OS=Homo sapiens GN=NF2	4.838709677	3	7	3	1	620	72.468	7.11							cytoplasm	protein binding	"Pf00373, Pf00769, Pf09379, Pf09380"	1.036	1.02	0.928	0.54	0.226	0.14	0.112	0.1	0.081	1282.2	1327.8	1308.4	1189.3	691.9	289.8	179.7	143.6	128.4	103.6	4	4	4	4	4	4	4	4	4	4	0.266	0	11.22130895	3	87.54333333	3
FALSE	IsMasterProtein	P35244	Replication protein A 14 kDa subunit OS=Homo sapiens GN=RPA3 PE=1 SV=1	45.45454545	4	23	1	1	121	13.56	5.08		6119	ENSG00000106399	RPA3	7	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding	Pf08661	0.883	0.906	0.765	0.597	0.429	0.308	0.142	0.074	0.054	2093.9	1849.4	1897.3	1601.3	1250.5	897.5	645	298.2	155.4	112.1	6	6	6	6	6	6	6	6	6	6	9	5	48.73701358	4	267.36	3
FALSE	IsMasterProtein	P35249	Replication factor C subunit 4 OS=Homo sapiens GN=RFC4 PE=1 SV=2	29.20110193	10	18	10	1	363	39.657	8.02		5984	ENSG00000163918	RFC4	3	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00004, Pf03215, Pf05496, Pf08542, Pf09848, Pf13086, Pf13177, Pf13191, Pf13245, Pf13401, Pf13481, Pf13604"	0.635	0.398	0.231	0.145	0.09	0.058	0.033	0.028	0.021	5252.4	3337.4	2090.5	1213.3	762.7	471	304.2	171.1	147.6	111.3	7	7	7	7	7	7	7	7	7	7	1.346	0	34.79841757	10	190.4060205	7
FALSE	IsMasterProtein	P35250	Replication factor C subunit 2 OS=Homo sapiens GN=RFC2 PE=1 SV=3	24.57627119	8	15	8	1	354	39.132	6.44		5982	ENSG00000049541	RFC2	7	cell organization and biogenesis;cellular homeostasis;metabolic process;response to stimulus	nucleus	catalytic activity;DNA binding;nucleotide binding;protein binding	"Pf00004, Pf01078, Pf01443, Pf03215, Pf05496, Pf08542, Pf13086, Pf13173, Pf13177, Pf13191, Pf13207, Pf13238, Pf13245, Pf13401"	0.647	0.394	0.197	0.129	0.082	0.047	0.031	0.028	0.019	5474.8	3541.7	2154.6	1078.9	707.8	451.6	258.5	170.7	153.2	105.5	7	7	7	7	7	7	7	7	7	7	1.089	0	27.01016307	8	128.7433333	7
FALSE	IsMasterProtein	P35251	Replication factor C subunit 1 OS=Homo sapiens GN=RFC1 PE=1 SV=4	5.836236934	6	10	6	1	1148	128.175	9.36		5981	ENSG00000035928	RFC1	4	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;Golgi;nucleus	catalytic activity;DNA binding;enzyme regulator activity;nucleotide binding;protein binding	"Pf00004, Pf00533, Pf03215, Pf05496, Pf06414, Pf08519, Pf12738, Pf13207, Pf13238"	0.949	1.024	0.928	0.832	0.662	0.577	0.515	0.473	0.364	1766.8	1677.5	1808.9	1639.7	1469.1	1169.1	1019.4	909.6	835.3	642.5	6	6	6	6	6	6	6	6	6	6	0.233	0	17.73522377	5	106.9025033	5
FALSE	IsMasterProtein	P35268	60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2	55.46875	5	13	1	1	128	14.778	9.19		6146	ENSG00000116251	RPL22	1	cell differentiation;cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;nucleus;ribosome	protein binding;RNA binding;structural molecule activity	Pf01776	0.975	1.048	0.888	0.699	0.537	0.481	0.127	0.073	0.041	1354.1	1319.8	1419.6	1202.7	946.8	726.5	651.1	172.2	98.4	55.1	5	5	5	5	5	5	5	5	5	5	9	3	30.11216807	5	253.5615532	4
FALSE	IsMasterProtein	P35269	General transcription factor IIF subunit 1 OS=Homo sapiens GN=GTF2F1 PE=1 SV=2	30.36750484	14	34	14	1	517	58.205	7.49		2962	ENSG00000125651	GTF2F1	19	metabolic process;regulation of biological process;response to stimulus	nucleus	catalytic activity;DNA binding;enzyme regulator activity;protein binding;RNA binding	Pf05793	0.988	0.994	0.867	0.675	0.433	0.283	0.194	0.168	0.184	3798.6	3752.4	3774.7	3293.8	2563.8	1646.4	1076.3	738	636.4	697.4	12	12	12	12	12	12	12	12	12	12	3.125	0	69.60319304	13	464.14	12
FALSE	IsMasterProtein	P35270	Sepiapterin reductase OS=Homo sapiens GN=SPR PE=1 SV=1	36.39846743	10	19	10	1	261	28.031	8.05		6697	ENSG00000116096	SPR	2	cell organization and biogenesis;metabolic process;regulation of biological process	cytoplasm;cytosol;mitochondrion;nucleus	catalytic activity;nucleotide binding	Pf00106	0.896	0.935	0.807	0.493	0.245	0.149	0.09	0.07	0.066	2024	1813.3	1893.4	1633.6	997	495.2	302	182.8	142.2	133.1	7	7	7	7	7	7	7	7	7	7	2.594	0	31.00904274	9	220.6567174	9
FALSE	IsMasterProtein	P35442	Thrombospondin-2 OS=Homo sapiens GN=THBS2 PE=1 SV=2	1.109215017	2	3	2	1	1172	129.908	4.83		7058	ENSG00000186340	THBS2	6	regulation of biological process	extracellular	metal ion binding;protein binding	"Pf00090, Pf00093, Pf02412, Pf05735, Pf12947"	1.065	1.077	0.931	0.763	0.511	0.334	0.239	0.22	0.206	602	641.3	648.3	560.5	459.6	307.8	201.3	143.8	132.6	124.3	2	2	2	2	2	2	2	2	2	2	0.086	0	4.245250821	2	0	1
FALSE	IsMasterProtein	P35520-2	Isoform 2 of Cystathionine beta-synthase OS=Homo sapiens GN=CBS	36.63716814	19	98	19	1	565	61.824	6.44		875; 102724560	ENSG00000160200; ENSG00000274276	CBS; LOC102724560; CBSL	21	cell communication;metabolic process;response to stimulus	cytoplasm;cytosol;nucleus	catalytic activity;metal ion binding;protein binding	"Pf00291, Pf00571"	1.037	1.077	0.992	0.782	0.363	0.163	0.087	0.063	0.054	11341.5	11765.8	12217.8	11249.2	8865.6	4117.5	1849.8	988.8	711.6	617.8	19	19	19	19	19	19	19	19	19	19	5.404	0	167.1873477	18	1155.490521	19
FALSE	IsMasterProtein	P35523	Chloride channel protein 1 OS=Homo sapiens GN=CLCN1 PE=1 SV=3	0.910931174	1	1	1	1	988	108.556	6.02		1180	ENSG00000188037	CLCN1	7	regulation of biological process;transport	membrane	nucleotide binding;protein binding;transporter activity	Pf00654	0.871	0.99	0.721	0.559	0.256	0.116	0.043	0.01	0.012	228.2	198.8	225.9	164.5	127.6	58.4	26.5	9.8	1	2.8	1	1	1	1	1	1	1	1	1	1	0.051	0			0	1
FALSE	IsMasterProtein	P35527	"Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3"	16.5329053	9	20	7	1	623	62.027	5.24		3857	ENSG00000171403	KRT9	17	cell organization and biogenesis	membrane;nucleus	structural molecule activity	"Pf00038, Pf13166"	0.858	1.332	0.866	0.762	0.782	0.494	0.445	1.3	0.205	2766.6	2375.1	3685.9	2396.8	2108.8	2164.2	1366.2	1229.9	3597	566.8	8	8	8	8	8	8	8	8	8	8	0.968	0	39.46413994	9	204.5533333	7
FALSE	IsMasterProtein	P35568	Insulin receptor substrate 1 OS=Homo sapiens GN=IRS1 PE=1 SV=1	1.046698873	1	1	1	1	1242	131.509	8.54		3667	ENSG00000169047	IRS1	2	cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus	protein binding;signal transducer activity	"Pf00169, Pf02174"	1.091	0.975	0.959	0.823	0.689	0.652	0.415	0.281	0.227	154.4	168.5	150.6	148.1	127	106.4	100.6	64	43.4	35	1	1	1	1	1	1	1	1	1	1	0.035	0	2.677647352	1		
FALSE	IsMasterProtein	P35573	Glycogen debranching enzyme OS=Homo sapiens GN=AGL PE=1 SV=3	14.88250653	22	45	22	1	1532	174.652	6.76		178	ENSG00000162688	AGL	1	metabolic process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;nucleus	catalytic activity;protein binding	"Pf06202, Pf14699, Pf14701, Pf14702"	0.974	1.018	0.852	0.668	0.197	0.117	0.071	0.055	0.04	7779.8	7576.4	7916.4	6629.8	5200.5	1533.9	913.5	552.2	430.9	310.8	18	18	18	18	18	18	18	18	18	18	0.689	0	80.15389657	22	454.2283997	19
FALSE	IsMasterProtein	P35579	Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4	54.84693878	110	587	88	1	1960	226.392	5.6		4627	ENSG00000100345	MYH9	22	cell differentiation;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;membrane;nucleus	catalytic activity;motor activity;nucleotide binding;protein binding;RNA binding;transporter activity	"Pf00063, Pf01442, Pf01496, Pf01576, Pf01765, Pf02736, Pf03962, Pf04111, Pf04156, Pf05911, Pf06637, Pf07888, Pf09731, Pf11068, Pf11559, Pf12128, Pf13094"	0.983	1.057	0.973	0.755	0.368	0.131	0.081	0.062	0.051	72073.5	70836.6	76185	70094.2	54444.6	26551.3	9436.7	5831.4	4443.1	3657.2	144	144	144	144	144	144	144	144	144	144	21.327	25	1170.423629	109	7267.1486	105
FALSE	IsMasterProtein	P35580-3	Isoform 3 of Myosin-10 OS=Homo sapiens GN=MYH10	52.42864296	106	331	83	1	1997	231.226	5.53		4628	ENSG00000133026	MYH10	17	cell organization and biogenesis;cell proliferation;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;cytosol;membrane;mitochondrion;nucleus	catalytic activity;motor activity;nucleotide binding;protein binding;transporter activity	"Pf00063, Pf00769, Pf01496, Pf01576, Pf02736, Pf04111, Pf05622, Pf05911, Pf06637, Pf07888, Pf09726, Pf12128, Pf13094, Pf13514"	0.976	1.013	0.898	0.633	0.259	0.141	0.068	0.05	0.043	30709.6	29980.8	31098.3	27573.6	19443.9	7951.2	4323.1	2076.1	1538.9	1321.3	75	75	75	75	75	75	75	75	75	75	9.74	2	678.8807805	106	3825.413917	95
FALSE	IsMasterProtein	P35606	Coatomer subunit beta' OS=Homo sapiens GN=COPB2 PE=1 SV=2	32.5607064	28	77	28	1	906	102.422	5.27		9276	ENSG00000184432	COPB2	3	cell organization and biogenesis;transport	cytoplasm;cytosol;Golgi;membrane	protein binding;structural molecule activity	"Pf00400, Pf04053"	0.965	1.006	0.847	0.53	0.205	0.112	0.071	0.058	0.051	12833.9	12390.8	12914.7	10873.3	6805.2	2634.5	1435.5	905.2	745.9	651.6	23	23	23	23	23	23	23	23	23	23	2.577	0	134.3016113	28	885.1768407	27
FALSE	IsMasterProtein	P35610	Sterol O-acyltransferase 1 OS=Homo sapiens GN=SOAT1 PE=1 SV=3	2.181818182	1	2	1	1	550	64.692	8.94		6646	ENSG00000057252	SOAT1	1	cell differentiation;cell organization and biogenesis;metabolic process;regulation of biological process;transport	endoplasmic reticulum;membrane	catalytic activity;protein binding	Pf03062	0.969	0.888	0.853	0.658	0.67	0.523	0.637	0.609	0.595	49.1	47.6	43.6	41.9	32.3	32.9	25.7	31.3	29.9	29.2	1	1	1	1	1	1	1	1	1	1	0.086	0	3.910615683	1	38.71	1
FALSE	IsMasterProtein	P35612	Beta-adducin OS=Homo sapiens GN=ADD2 PE=1 SV=3	47.79614325	29	99	11	1	726	80.803	5.92		119	ENSG00000075340	ADD2	2	cell organization and biogenesis;regulation of biological process;transport	cytoplasm;cytoskeleton;cytosol;membrane	metal ion binding;protein binding;structural molecule activity	Pf00596	0.973	0.979	0.837	0.719	0.542	0.47	0.339	0.248	0.156	12223.1	11888.4	11966.1	10234.9	8785.1	6624.4	5740.3	4137.7	3033.2	1900.9	30	30	30	30	30	30	30	30	30	30	5.933	17	192.2865412	28	1367.968174	27
FALSE	IsMasterProtein	P35612-8	Isoform 8 of Beta-adducin OS=Homo sapiens GN=ADD2	37.80487805	19	67	1	1	574	64.045	7.05									Pf00596	0.978	0.966	0.872	0.781	0.661	0.548	0.388	0.302	0.228	253.1	247.6	244.6	220.7	197.7	167.4	138.7	98.1	76.5	57.8	1	1	1	1	1	1	1	1	1	1	3.748	0	123.2207466	18	788.0233333	17
FALSE	IsMasterProtein	P35613	Basigin OS=Homo sapiens GN=BSG PE=1 SV=2	16.1038961	6	19	6	1	385	42.174	5.66		682	ENSG00000172270	BSG	19	cell organization and biogenesis;cellular component movement;coagulation;metabolic process;regulation of biological process;response to stimulus;transport	membrane;mitochondrion	protein binding	"Pf00047, Pf07679, Pf13895, Pf13927"	0.808	0.826	0.612	0.496	0.327	0.257	0.169	0.148	0.111	2127.1	1719.3	1757.4	1301.1	1054.5	694.6	547	359.8	315.5	235.8	6	6	6	6	6	6	6	6	6	6	1.239	0	27.15519726	6	91.66714286	5
FALSE	IsMasterProtein	P35637	RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1	26.99619772	10	49	7	1	526	53.394	9.36		2521	ENSG00000089280	FUS	16	cell death;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;metal ion binding;nucleotide binding;protein binding;RNA binding	"Pf00076, Pf00641, Pf13893, Pf14259"	1.029	1.062	1.071	0.998	0.917	0.678	0.45	0.443	0.408	7476.4	7694	7942.9	8009	7461.9	6859.3	5069.4	3362.9	3313.8	3048.2	11	11	11	11	11	11	11	11	11	11	5.813	3	90.87777805	10	821.2742135	8
FALSE	IsMasterProtein	P35658-3	Isoform 3 of Nuclear pore complex protein Nup214 OS=Homo sapiens GN=NUP214	21.75992348	34	120	34	1	2091	213.559	7.47			ENSG00000126883		9					0.907	0.899	0.7	0.424	0.242	0.172	0.147	0.138	0.126	21163.7	19196.3	19024.7	14812.6	8967.7	5129.2	3647	3103.7	2928.1	2658.5	37	37	37	37	37	37	37	37	37	37	2.618	0	249.0947475	34	1879.024317	32
FALSE	IsMasterProtein	P35659	Protein DEK OS=Homo sapiens GN=DEK PE=1 SV=1	29.06666667	11	31	11	1	375	42.648	8.56		7913	ENSG00000124795	DEK	6	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding;RNA binding	"Pf02037, Pf08766"	0.99	0.97	0.757	0.5	0.334	0.285	0.228	0.208	0.196	5925.2	5867.9	5745.3	4484.3	2961.1	1981.5	1686.1	1352.2	1233.3	1163.7	11	11	11	11	11	11	11	11	11	11	3.217	0	48.62276292	10	284.8144813	10
FALSE	IsMasterProtein	P35670	Copper-transporting ATPase 2 OS=Homo sapiens GN=ATP7B PE=1 SV=4	0.4778157	1	4	1	1	1465	157.162	6.7		540	ENSG00000123191	ATP7B	13	cellular homeostasis;metabolic process;response to stimulus;transport	cytoplasm;endosome;Golgi;membrane;mitochondrion	catalytic activity;metal ion binding;nucleotide binding;protein binding;transporter activity	"Pf00122, Pf00403, Pf00702, Pf08282, Pf12710, Pf13344"																														0.032	0	5.971012115	1	0	1
FALSE	IsMasterProtein	P35712	Transcription factor SOX-6 OS=Homo sapiens GN=SOX6 PE=1 SV=3	2.536231884	2	3	2	1	828	91.864	7.78		55553	ENSG00000110693	SOX6	11	cell differentiation;cell organization and biogenesis;development;metabolic process;regulation of biological process;response to stimulus	nucleus	DNA binding;protein binding	"Pf00505, Pf09011"	1.091	1.139	1.129	0.829	0.611	0.536	0.408	0.354	0.337	286.8	313	326.6	323.9	237.9	175.2	153.6	116.9	101.6	96.7	2	2	2	2	2	2	2	2	2	2	0.108	0	4.999171257	2	27.03	1
FALSE	IsMasterProtein	P35716	Transcription factor SOX-11 OS=Homo sapiens GN=SOX11 PE=1 SV=2	1.814058957	1	2	1	1	441	46.65	5.05		6664	ENSG00000176887	SOX11	2	cell differentiation;cell proliferation;development;metabolic process;regulation of biological process;response to stimulus	cytoplasm;nucleus	DNA binding;protein binding;RNA binding	"Pf00505, Pf09011"	0.804	0.95	0.634	0.66	0.339	0.149	0.044	0.034	0.01	450.4	361.9	428	285.6	297.1	152.5	67.3	19.8	15.4	3	1	1	1	1	1	1	1	1	1	1	0.136	0	1.800747037	1	0	1
FALSE	IsMasterProtein	P35754	Glutaredoxin-1 OS=Homo sapiens GN=GLRX PE=1 SV=2	30.18867925	2	4	2	1	106	11.768	8.09		2745	ENSG00000173221	GLRX	5	cellular homeostasis;metabolic process;regulation of biological process;transport	cytoplasm;cytosol;mitochondrion;nucleus	catalytic activity;protein binding	"Pf00462, Pf05768, Pf13098, Pf13417, Pf13462"	1.068	1.007	1.041	0.932	0.769	0.705	0.69	0.666	0.585	243.5	260.1	245.2	253.6	227	187.3	171.7	167.9	162.2	142.4	2	2	2	2	2	2	2	2	2	2	1.154	0	10.04679871	2	123.04	2
FALSE	IsMasterProtein	P35790	Choline kinase alpha OS=Homo sapiens GN=CHKA PE=1 SV=3	3.719912473	2	3	2	1	457	52.215	6.55		1119	ENSG00000110721	CHKA	11	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol	catalytic activity;nucleotide binding;protein binding;signal transducer activity	"Pf01633, Pf01636"	0.998	0.979	0.829	0.644	0.381	0.281	0.155	0.12	0.087	977.7	976.2	957	810.7	629.8	372.7	274.9	151.5	117	84.9	2	2	2	2	2	2	2	2	2	2	0.202	0	4.754192591	2	36.12	1
FALSE	IsMasterProtein	P35908	"Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	11.58059468	8	36	3	1	639	65.393	8		3849	ENSG00000172867	KRT2	12	cell proliferation;cellular component movement	cytoplasm;cytoskeleton;Golgi;membrane;nucleus	protein binding;structural molecule activity	"Pf00038, Pf08614, Pf12128, Pf13166"	1.175	1.219	1.284	0.938	0.893	0.849	0.446	0.451	0.255	467.4	549	569.7	600.1	438.4	417.5	397	208.3	211	119.1	2	2	2	2	2	2	2	2	2	2	0.619	0	59.82360816	8	255.7231968	8
FALSE	IsMasterProtein	P35914	"Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Homo sapiens GN=HMGCL PE=1 SV=2"	25.53846154	8	22	8	1	325	34.338	8.54		3155	ENSG00000117305	HMGCL	1	cell organization and biogenesis;metabolic process;response to stimulus	membrane;mitochondrion;organelle lumen	catalytic activity;metal ion binding;protein binding	Pf00682	0.883	0.891	0.583	0.424	0.214	0.144	0.103	0.087	0.066	3361.5	2969.6	2996.1	1959.6	1424.3	719.1	485.7	345.5	291.6	221.3	5	5	5	5	5	5	5	5	5	5	1.783	0	36.38906848	8	197.2571598	8
FALSE	IsMasterProtein	P35998	26S protease regulatory subunit 7 OS=Homo sapiens GN=PSMC2 PE=1 SV=3	73.21016166	28	140	28	1	433	48.603	5.95		5701	ENSG00000161057	PSMC2	7	cell death;cell differentiation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;membrane;nucleus;proteasome	catalytic activity;nucleotide binding;protein binding	"Pf00004, Pf00158, Pf07724, Pf07726, Pf07728, Pf13191, Pf13401"	0.999	1.096	0.965	0.621	0.294	0.132	0.075	0.06	0.049	21056.9	21025.6	23080.4	20319.2	13079.7	6189.6	2771.2	1580.6	1255.4	1032.3	36	36	36	36	36	36	36	36	36	36	23.384	0	253.0587822	27	1542.913135	25
FALSE	IsMasterProtein	P36404	ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4	39.13043478	7	22	7	1	184	20.865	6.34		402	ENSG00000213465	ARL2	11	cell organization and biogenesis;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytoskeleton;cytosol;mitochondrion;nucleus;organelle lumen	catalytic activity;enzyme regulator activity;nucleotide binding;protein binding	"Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439"	0.903	0.94	0.827	0.538	0.215	0.121	0.058	0.043	0.029	2810.5	2536.5	2643	2325.3	1512.4	605.6	339.1	162.4	122	82.3	5	5	5	5	5	5	5	5	5	5	5.579	0	36.48988223	6	247.9196425	6
FALSE	IsMasterProtein	P36405	ADP-ribosylation factor-like protein 3 OS=Homo sapiens GN=ARL3 PE=1 SV=2	50.54945055	8	17	8	1	182	20.443	7.24		403	ENSG00000138175	ARL3	10	cell division;cell organization and biogenesis;cellular component movement;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytoskeleton;Golgi;membrane;nucleus	catalytic activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00009, Pf00025, Pf00071, Pf00503, Pf01926, Pf04670, Pf08477, Pf09439"	0.883	0.958	0.784	0.699	0.477	0.314	0.151	0.069	0.057	1950.2	1722.3	1868.1	1528.7	1362.4	931.1	612.3	294.2	135.1	110.5	8	8	8	8	8	8	8	8	8	8	3.642	0	33.65634465	7	224.2725464	8
FALSE	IsMasterProtein	P36406	E3 ubiquitin-protein ligase TRIM23 OS=Homo sapiens GN=TRIM23 PE=1 SV=1	4.355400697	1	1	1	1	574	64.025	6.38		373	ENSG00000113595	TRIM23	5	metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;Golgi;membrane;nucleus;vacuole	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding;signal transducer activity	"Pf00025, Pf00071, Pf00503, Pf00643, Pf01926, Pf08477, Pf09439, Pf13445"																														0.068	0	0	1		
FALSE	IsMasterProtein	P36507	Dual specificity mitogen-activated protein kinase kinase 2 OS=Homo sapiens GN=MAP2K2 PE=1 SV=1	42.25	15	43	12	1	400	44.396	6.55		5605	ENSG00000126934	MAP2K2	19	cell proliferation;cellular component movement;defense response;metabolic process;regulation of biological process;response to stimulus	cytoplasm;cytosol;endoplasmic reticulum;endosome;extracellular;Golgi;membrane;mitochondrion;nucleus	catalytic activity;enzyme regulator activity;metal ion binding;nucleotide binding;protein binding;structural molecule activity	"Pf00069, Pf07714, Pf14531"	0.996	0.963	0.831	0.396	0.132	0.063	0.036	0.034	0.026	6273.8	6247	6038.7	5212.5	2486.9	829.6	397.9	226.4	212.1	160.2	9	9	9	9	9	9	9	9	9	9	5.449	0	96.59168744	15	526.4725426	14
FALSE	IsMasterProtein	P36542	"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1"	9.060402685	3	7	2	1	298	32.975	9.22		509	ENSG00000165629	ATP5C1	10	metabolic process;transport	membrane;mitochondrion;organelle lumen	catalytic activity;RNA binding;transporter activity	Pf00231	0.744	0.534	0.346	0.242	0.168	0.147	0.113	0.107	0.052	1974	1469.5	1054	683.4	478.1	332	290.9	223	211.1	102.1	2	2	2	2	2	2	2	2	2	2	0.468	0	12.14817703	3	116.5333333	2
FALSE	IsMasterProtein	P36543	V-type proton ATPase subunit E 1 OS=Homo sapiens GN=ATP6V1E1 PE=1 SV=1	60.61946903	13	48	13	1	226	26.129	8		529	ENSG00000131100	ATP6V1E1	22	cell organization and biogenesis;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;cytosol;endosome;membrane;mitochondrion	catalytic activity;protein binding;transporter activity	Pf01991	0.907	0.957	0.77	0.612	0.389	0.277	0.092	0.065	0.046	5551.8	5038.2	5311.2	4274.6	3396.3	2157	1539.4	512.2	360.3	257	14	14	14	14	14	14	14	14	14	14	19.535	0	75.24169922	12	467.1242399	13
FALSE	IsMasterProtein	P36544-3	Isoform 3 of Neuronal acetylcholine receptor subunit alpha-7 OS=Homo sapiens GN=CHRNA7	7.165109034	1	1	1	1	321	35.458	6.34		89832; 1139	ENSG00000166664; ENSG00000175344	CHRFAM7A; CHRNA7	15	cell communication;cellular component movement;cellular homeostasis;metabolic process;regulation of biological process;response to stimulus;transport	cytoplasm;membrane	protein binding;receptor activity;signal transducer activity;transporter activity	"Pf02931, Pf02932"	1.069	0.716	0.59	0.444	0.503	0.222	0.175	0.121	0.111	199.1	212.9	142.5	117.5	88.4	100.2	44.2	34.9	24	22.1	1	1	1	1	1	1	1	1	1	1	0.179	0	0	1		
FALSE	IsMasterProtein	P36551	"Coproporphyrinogen-III oxidase, mitochondrial OS=Homo sapiens GN=CPOX PE=1 SV=3"	43.39207048	17	67	17	1	454	50.12	8.25		1371	ENSG00000080819	CPOX	3	metabolic process;response to stimulus	cytoplasm;membrane;mitochondrion	catalytic activity;protein binding;structural molecule activity	Pf01218	1.033	1.065	1.023	0.866	0.691	0.561	0.331	0.17	0.129	7292.5	7531.4	7769.1	7462.5	6317	5035.8	4092.1	2410.7	1241.3	937.9	16	16	16	16	16	16	16	16	16	16	3.642	0	136.5616686	17	752.4426522	16
FALSE	IsMasterProtein	P36578	60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5	36.29976581	20	49	19	1	427	47.667	11.06		6124	ENSG00000174444	RPL4	15	cell organization and biogenesis;metabolic process;transport	cytoplasm;cytosol;membrane;nucleus;ribosome	protein binding;RNA binding;structural molecule activity	"Pf00573, Pf14374"	0.863	1.024	0.928	0.893	0.797	0.744	0.274	0.172	0.139	4584.9	3958.9	4697.1	4256.7	4094	3651.9	3410.4	1257	790.7	636.2	15	15	15	15	15	15	15	15	15	15	4.843	1	91.08299243	19	537.0723529	13
