"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S2] F2: 126, Control, drugS"	"Found in Sample: [S12] F2: 127N, Sample, drugS"	"Found in Sample: [S13] F2: 127C, Sample, drugS"	"Found in Sample: [S14] F2: 128N, Sample, drugS"	"Found in Sample: [S15] F2: 128C, Sample, drugS"	"Found in Sample: [S16] F2: 129N, Sample, drugS"	"Found in Sample: [S17] F2: 129C, Sample, drugS"	"Found in Sample: [S18] F2: 130N, Sample, drugS"	"Found in Sample: [S19] F2: 130C, Sample, drugS"	"Found in Sample: [S20] F2: 131, Sample, drugS"	"Modifications"	"Area: 126, drugS"	"Area: 127N, drugS"	"Area: 127C, drugS"	"Area: 128N, drugS"	"Area: 128C, drugS"	"Area: 129N, drugS"	"Area: 129C, drugS"	"Area: 130N, drugS"	"Area: 130C, drugS"	"Area: 131, drugS"	"Abundance Ratio: (127N, drugS) / (126, drugS)"	"Abundance Ratio: (127C, drugS) / (126, drugS)"	"Abundance Ratio: (128N, drugS) / (126, drugS)"	"Abundance Ratio: (128C, drugS) / (126, drugS)"	"Abundance Ratio: (129N, drugS) / (126, drugS)"	"Abundance Ratio: (129C, drugS) / (126, drugS)"	"Abundance Ratio: (130N, drugS) / (126, drugS)"	"Abundance Ratio: (130C, drugS) / (126, drugS)"	"Abundance Ratio: (131, drugS) / (126, drugS)"	"Abundance: F2: 126, Control, drugS"	"Abundance: F2: 127N, Sample, drugS"	"Abundance: F2: 127C, Sample, drugS"	"Abundance: F2: 128N, Sample, drugS"	"Abundance: F2: 128C, Sample, drugS"	"Abundance: F2: 129N, Sample, drugS"	"Abundance: F2: 129C, Sample, drugS"	"Abundance: F2: 130N, Sample, drugS"	"Abundance: F2: 130C, Sample, drugS"	"Abundance: F2: 131, Sample, drugS"	"Abundances Count: F2: 126, Control, drugS"	"Abundances Count: F2: 127N, Sample, drugS"	"Abundances Count: F2: 127C, Sample, drugS"	"Abundances Count: F2: 128N, Sample, drugS"	"Abundances Count: F2: 128C, Sample, drugS"	"Abundances Count: F2: 129N, Sample, drugS"	"Abundances Count: F2: 129C, Sample, drugS"	"Abundances Count: F2: 130N, Sample, drugS"	"Abundances Count: F2: 130C, Sample, drugS"	"Abundances Count: F2: 131, Sample, drugS"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"Q9C0B7"	"Transport and Golgi organization protein 6 homolog OS=Homo sapiens GN=TANGO6 PE=1 SV=2"	"0"	"18.0699173717477"	"5.02742230347349"	"4"	"4"	"4"	"1"	"1094"	"120.671"	"6.11"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e6"	"3.5e6"	"3.9e6"	"4.1e6"	"3.5e6"	"4.2e6"	"3.6e6"	"3.6e6"	"3.8e6"	"3.3e6"	"1.059"	"1.147"	"1.269"	"1.104"	"1.321"	"1.093"	"1.049"	"1.131"	"1.024"	"257.9"	"273.2"	"295.9"	"327.3"	"284.6"	"340.7"	"281.8"	"270.5"	"291.8"	"264.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.147"	"0"	"14.1390705108643"	"4"
"False"	"High"	"IsMasterProtein"	"P51946"	"Cyclin-H OS=Homo sapiens GN=CCNH PE=1 SV=1"	"0"	"18.0695551779632"	"14.2414860681115"	"3"	"6"	"3"	"1"	"323"	"37.619"	"7.15"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"1.2e7"	"1.5e7"	"1.4e7"	"1.2e7"	"1.4e7"	"1.2e7"	"1.2e7"	"1.3e7"	"1.1e7"	"1.018"	"1.135"	"1.258"	"1.081"	"1.279"	"1.019"	"1.039"	"1.060"	"1.036"	"631.8"	"643.1"	"717.3"	"795.0"	"682.8"	"808.2"	"643.7"	"656.4"	"669.9"	"654.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.585"	"0"	"24.8446457386017"	"3"
"False"	"High"	"IsMasterProtein"	"Q16890"	"Tumor protein D53 OS=Homo sapiens GN=TPD52L1 PE=1 SV=1"	"0"	"18.0389992273662"	"11.2745098039216"	"2"	"5"	"2"	"1"	"204"	"22.435"	"5.62"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e7"	"3.0e7"	"3.0e7"	"3.5e7"	"3.1e7"	"3.2e7"	"2.8e7"	"2.9e7"	"3.0e7"	"2.7e7"	"1.017"	"1.144"	"1.204"	"1.156"	"1.135"	"1.034"	"1.007"	"1.105"	"0.932"	"470.1"	"477.9"	"538.0"	"566.2"	"543.3"	"533.7"	"486.2"	"473.4"	"519.6"	"438.1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.931"	"0"	"17.829393863678"	"2"
"False"	"High"	"IsMasterProtein"	"P62851"	"40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1"	"0"	"18.0323233845325"	"28"	"4"	"10"	"4"	"1"	"125"	"13.734"	"10.11"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.3e7"	"5.4e7"	"6.7e7"	"6.7e7"	"5.8e7"	"6.2e7"	"5.7e7"	"5.6e7"	"6.2e7"	"5.1e7"	"0.914"	"1.048"	"1.172"	"1.161"	"1.123"	"0.907"	"0.925"	"1.029"	"0.900"	"877.4"	"802.1"	"919.8"	"1028.4"	"1018.8"	"985.6"	"796.2"	"811.8"	"902.9"	"789.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"9"	"0"	"28.8049056529999"	"4"
"False"	"High"	"IsMasterProtein"	"P56181-2"	"Isoform 2 of NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Homo sapiens GN=NDUFV3"	"0"	"18.0312657530198"	"10.5708245243129"	"5"	"5"	"5"	"1"	"473"	"50.953"	"9.17"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.1e6"	"8.1e6"	"8.8e6"	"9.4e6"	"8.9e6"	"9.6e6"	"8.5e6"	"7.6e6"	"8.8e6"	"7.7e6"	"1.001"	"1.081"	"1.180"	"1.099"	"1.177"	"1.030"	"0.948"	"1.078"	"0.940"	"895.6"	"896.1"	"968.2"	"1056.5"	"984.4"	"1053.7"	"922.5"	"848.6"	"965.4"	"842.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.45"	"0"	"19.0698800086975"	"5"
"False"	"High"	"IsMasterProtein"	"O43379-4"	"Isoform 4 of WD repeat-containing protein 62 OS=Homo sapiens GN=WDR62"	"0"	"18.0272924889156"	"2.36375574523966"	"3"	"3"	"3"	"1"	"1523"	"166.407"	"5.88"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e6"	"1.8e6"	"1.9e6"	"2.1e6"	"1.8e6"	"2.2e6"	"1.8e6"	"1.8e6"	"2.1e6"	"1.7e6"	"0.989"	"1.018"	"1.168"	"0.944"	"1.162"	"1.014"	"0.953"	"1.076"	"0.973"	"335.1"	"331.5"	"341.2"	"391.5"	"316.3"	"389.3"	"339.8"	"319.3"	"360.6"	"326.1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.093"	"0"	"10.9371626377106"	"3"
"False"	"High"	"IsMasterProtein"	"P27144"	"Adenylate kinase 4, mitochondrial OS=Homo sapiens GN=AK4 PE=1 SV=1"	"0"	"18.0265028132579"	"24.2152466367713"	"5"	"7"	"5"	"1"	"223"	"25.252"	"8.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e7"	"2.4e7"	"2.9e7"	"3.1e7"	"2.5e7"	"2.8e7"	"2.6e7"	"2.4e7"	"2.6e7"	"2.4e7"	"0.953"	"1.129"	"1.219"	"1.037"	"1.151"	"0.993"	"0.987"	"1.050"	"0.982"	"528.2"	"503.4"	"596.5"	"644.0"	"547.7"	"608.2"	"524.7"	"521.2"	"554.7"	"518.7"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.154"	"0"	"22.175900220871"	"5"
"False"	"High"	"IsMasterProtein"	"Q13217"	"DnaJ homolog subfamily C member 3 OS=Homo sapiens GN=DNAJC3 PE=1 SV=1"	"0"	"18.0189308698811"	"10.515873015873"	"5"	"5"	"5"	"1"	"504"	"57.544"	"6.15"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.2e6"	"6.8e6"	"7.5e6"	"8.6e6"	"7.2e6"	"8.6e6"	"6.4e6"	"6.6e6"	"7.5e6"	"6.4e6"	"0.943"	"1.051"	"1.162"	"1.025"	"1.157"	"0.911"	"0.933"	"1.048"	"0.930"	"419.8"	"395.9"	"441.3"	"488.0"	"430.2"	"485.7"	"382.6"	"391.5"	"439.9"	"390.5"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.417"	"0"	"16.6505241394043"	"5"
"False"	"High"	"IsMasterProtein"	"P69905"	"Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2"	"0"	"18.0172702826652"	"15.4929577464789"	"2"	"13"	"1"	"1"	"142"	"15.248"	"8.68"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e9"	"9.7e8"	"1.4e9"	"1.3e9"	"1.1e9"	"1.2e9"	"1.4e9"	"1.0e9"	"1.2e9"	"1.1e9"	"0.994"	"1.118"	"1.181"	"1.079"	"1.236"	"1.022"	"0.991"	"1.080"	"1.011"	"504.2"	"501.3"	"563.7"	"595.3"	"544.2"	"623.1"	"515.2"	"499.7"	"544.7"	"509.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"2.162"	"0"	"42.3078162670136"	"2"
"False"	"High"	"IsMasterProtein"	"O75362"	"Zinc finger protein 217 OS=Homo sapiens GN=ZNF217 PE=1 SV=1"	"0"	"18.0163359678661"	"5.34351145038168"	"5"	"5"	"5"	"1"	"1048"	"115.199"	"8.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.1e6"	"2.1e6"	"2.2e6"	"2.6e6"	"2.0e6"	"2.5e6"	"2.0e6"	"2.0e6"	"2.2e6"	"2.1e6"	"0.987"	"1.070"	"1.210"	"0.978"	"1.182"	"0.978"	"0.967"	"1.057"	"1.017"	"579.3"	"571.7"	"619.9"	"700.8"	"566.7"	"684.6"	"566.8"	"560.0"	"612.4"	"589.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.191"	"0"	"15.6769614219666"	"5"
"False"	"High"	"IsMasterProtein"	"P30049"	"ATP synthase subunit delta, mitochondrial OS=Homo sapiens GN=ATP5D PE=1 SV=2"	"0"	"18.0013158821694"	"13.6904761904762"	"2"	"6"	"2"	"1"	"168"	"17.479"	"5.49"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e8"	"1.4e8"	"1.5e8"	"1.6e8"	"1.5e8"	"1.5e8"	"1.4e8"	"1.3e8"	"1.4e8"	"1.3e8"	"1.144"	"1.146"	"1.324"	"1.115"	"1.251"	"1.111"	"1.055"	"1.079"	"1.045"	"457.2"	"523.1"	"524.1"	"605.5"	"510.0"	"571.8"	"507.8"	"482.2"	"493.2"	"477.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.162"	"0"	"16.5905680656433"	"2"
"False"	"High"	"IsMasterProtein"	"P22670"	"MHC class II regulatory factor RFX1 OS=Homo sapiens GN=RFX1 PE=1 SV=2"	"0"	"17.9979019963747"	"5.51583248212462"	"4"	"4"	"4"	"1"	"979"	"104.693"	"6.29"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"6.4e6"	"7.7e6"	"7.9e6"	"6.7e6"	"7.6e6"	"6.4e6"	"6.3e6"	"7.3e6"	"6.6e6"	"0.976"	"1.118"	"1.172"	"0.980"	"1.143"	"0.951"	"0.955"	"1.032"	"0.954"	"556.6"	"543.0"	"622.5"	"652.6"	"545.2"	"636.4"	"529.3"	"531.5"	"574.5"	"531.2"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.283"	"0"	"15.8758525848389"	"4"
"False"	"High"	"IsMasterProtein"	"Q8IZ07"	"Ankyrin repeat domain-containing protein 13A OS=Homo sapiens GN=ANKRD13A PE=1 SV=3"	"0"	"17.9927550182349"	"7.45762711864407"	"4"	"7"	"4"	"1"	"590"	"67.577"	"5.02"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"1.3e7"	"1.4e7"	"1.4e7"	"1.4e7"	"1.4e7"	"1.3e7"	"1.2e7"	"1.4e7"	"1.2e7"	"1.010"	"1.122"	"1.210"	"1.095"	"1.219"	"1.031"	"0.959"	"1.080"	"0.995"	"826.0"	"834.2"	"927.0"	"999.5"	"904.5"	"1007.3"	"851.3"	"792.5"	"891.9"	"821.7"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.585"	"0"	"19.3228824138641"	"4"
"False"	"High"	"IsMasterProtein"	"Q8IV08"	"Phospholipase D3 OS=Homo sapiens GN=PLD3 PE=1 SV=1"	"0"	"17.9673286881736"	"10"	"5"	"10"	"5"	"1"	"490"	"54.671"	"6.47"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.0e7"	"2.9e7"	"3.4e7"	"3.5e7"	"3.3e7"	"3.4e7"	"3.0e7"	"2.7e7"	"3.2e7"	"2.9e7"	"0.997"	"1.140"	"1.201"	"1.094"	"1.153"	"1.018"	"0.945"	"1.031"	"1.003"	"916.4"	"914.0"	"1044.3"	"1100.9"	"1002.9"	"1056.6"	"933.3"	"866.4"	"944.5"	"919.3"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.874"	"0"	"29.7623589038849"	"5"
"False"	"High"	"IsMasterProtein"	"Q5T0F9"	"Coiled-coil and C2 domain-containing protein 1B OS=Homo sapiens GN=CC2D1B PE=1 SV=1"	"0"	"17.960974224855"	"8.74125874125874"	"7"	"7"	"7"	"1"	"858"	"94.166"	"5.26"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.2e6"	"6.0e6"	"6.6e6"	"7.2e6"	"6.7e6"	"7.1e6"	"6.3e6"	"5.8e6"	"6.5e6"	"5.8e6"	"0.960"	"1.078"	"1.187"	"1.097"	"1.161"	"1.023"	"0.946"	"1.041"	"0.958"	"971.2"	"932.6"	"1046.7"	"1153.3"	"1065.2"	"1127.6"	"993.3"	"919.1"	"1011.1"	"930.0"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.409"	"0"	"17.0271174907684"	"7"
"False"	"High"	"IsMasterProtein"	"A5D8V6"	"Vacuolar protein sorting-associated protein 37C OS=Homo sapiens GN=VPS37C PE=1 SV=2"	"0"	"17.9468702828007"	"11.830985915493"	"3"	"5"	"3"	"1"	"355"	"38.635"	"5.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"9.5e6"	"9.9e6"	"1.1e7"	"1.1e7"	"1.2e7"	"1.1e7"	"1.1e7"	"8.8e6"	"1.1e7"	"9.4e6"	"0.987"	"1.126"	"1.155"	"1.102"	"1.169"	"1.045"	"0.906"	"1.062"	"0.901"	"554.6"	"547.3"	"624.3"	"640.3"	"611.4"	"648.1"	"579.8"	"502.2"	"588.9"	"499.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.31"	"0"	"18.6956045627594"	"3"
"False"	"High"	"IsMasterProtein"	"Q9UJX3"	"Anaphase-promoting complex subunit 7 OS=Homo sapiens GN=ANAPC7 PE=1 SV=4"	"0"	"17.9174351819828"	"10.1836393989983"	"6"	"6"	"6"	"1"	"599"	"66.813"	"5.64"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"1.0e7"	"1.1e7"	"1.2e7"	"1.0e7"	"1.4e7"	"9.3e6"	"1.1e7"	"1.2e7"	"1.0e7"	"0.991"	"1.015"	"1.250"	"0.964"	"1.246"	"0.928"	"1.016"	"1.025"	"0.985"	"874.9"	"866.9"	"887.6"	"1093.2"	"843.2"	"1089.8"	"812.0"	"889.1"	"897.1"	"862.1"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.501"	"0"	"17.3039577007294"	"6"
"False"	"High"	"IsMasterProtein"	"Q7L8W6"	"Diphthine--ammonia ligase OS=Homo sapiens GN=DPH6 PE=1 SV=3"	"0"	"17.9028313909009"	"13.4831460674157"	"3"	"4"	"3"	"1"	"267"	"30.287"	"5.4"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.6e6"	"7.1e6"	"8.7e6"	"9.0e6"	"8.5e6"	"8.9e6"	"7.4e6"	"7.4e6"	"7.7e6"	"6.7e6"	"0.913"	"1.091"	"1.161"	"1.003"	"1.139"	"0.938"	"0.965"	"0.978"	"0.998"	"571.8"	"522.3"	"623.8"	"664.1"	"573.6"	"651.5"	"536.5"	"551.7"	"559.0"	"570.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.931"	"0"	"12.0441799163818"	"3"
"False"	"High"	"IsMasterProtein"	"P04062"	"Glucosylceramidase OS=Homo sapiens GN=GBA PE=1 SV=3"	"0"	"17.8991046133742"	"9.88805970149254"	"6"	"6"	"6"	"1"	"536"	"59.678"	"7.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.5e6"	"3.3e6"	"4.0e6"	"4.1e6"	"3.2e6"	"3.8e6"	"3.3e6"	"3.2e6"	"3.6e6"	"3.2e6"	"0.970"	"1.133"	"1.177"	"1.000"	"1.126"	"0.963"	"0.944"	"1.065"	"0.964"	"1035.2"	"1004.1"	"1172.8"	"1218.3"	"1035.0"	"1165.6"	"997.0"	"977.2"	"1102.0"	"998.0"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.54"	"0"	"17.8329453468323"	"6"
"False"	"High"	"IsMasterProtein"	"P56645-2"	"Isoform 2 of Period circadian protein homolog 3 OS=Homo sapiens GN=PER3"	"0"	"17.8876609033608"	"3.05785123966942"	"3"	"8"	"3"	"1"	"1210"	"132.576"	"6.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"6.7e6"	"5.9e6"	"7.3e6"	"7.6e6"	"6.8e6"	"7.4e6"	"7.1e6"	"5.8e6"	"6.9e6"	"5.8e6"	"0.949"	"1.101"	"1.172"	"1.073"	"1.163"	"1.010"	"0.930"	"1.052"	"0.918"	"909.5"	"863.4"	"1001.5"	"1065.8"	"975.9"	"1057.4"	"918.4"	"845.9"	"956.9"	"834.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.126"	"0"	"26.1859292984009"	"3"
"False"	"High"	"IsMasterProtein"	"P15153"	"Ras-related C3 botulinum toxin substrate 2 OS=Homo sapiens GN=RAC2 PE=1 SV=1"	"0"	"17.8863832181646"	"19.7916666666667"	"4"	"11"	"1"	"1"	"192"	"21.415"	"7.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.2e7"	"4.6e7"	"5.1e7"	"5.4e7"	"4.2e7"	"4.8e7"	"4.3e7"	"3.4e7"	"4.8e7"	"4.0e7"	"1.083"	"1.204"	"1.272"	"0.996"	"1.144"	"1.018"	"0.813"	"1.130"	"0.939"	"44.5"	"48.2"	"53.6"	"56.6"	"44.3"	"50.9"	"45.3"	"36.2"	"50.3"	"41.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"3.642"	"0"	"31.7609615325928"	"4"
"False"	"High"	"IsMasterProtein"	"Q9BV40"	"Vesicle-associated membrane protein 8 OS=Homo sapiens GN=VAMP8 PE=1 SV=1"	"0"	"17.8850010438042"	"39"	"4"	"6"	"4"	"1"	"100"	"11.431"	"7.34"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.9e7"	"3.0e7"	"3.7e7"	"3.6e7"	"3.2e7"	"3.4e7"	"3.4e7"	"2.7e7"	"3.1e7"	"3.0e7"	"0.966"	"1.135"	"1.169"	"0.964"	"1.111"	"1.025"	"0.917"	"1.052"	"0.930"	"865.1"	"835.6"	"981.8"	"1011.0"	"833.6"	"961.5"	"886.9"	"793.1"	"909.8"	"804.5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"9"	"0"	"19.5199000835419"	"4"
"False"	"High"	"IsMasterProtein"	"Q9BZE1"	"39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2"	"0"	"17.8690288757387"	"11.3475177304965"	"4"	"4"	"4"	"1"	"423"	"48.087"	"8.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.6e6"	"3.4e6"	"3.8e6"	"4.3e6"	"3.6e6"	"4.4e6"	"3.5e6"	"3.6e6"	"4.0e6"	"3.3e6"	"0.965"	"1.053"	"1.168"	"0.975"	"1.206"	"0.930"	"1.001"	"1.084"	"0.968"	"694.7"	"670.6"	"731.4"	"811.4"	"677.4"	"837.8"	"646.4"	"695.6"	"753.0"	"672.3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.334"	"0"	"15.9857017993927"	"4"
"False"	"High"	"IsMasterProtein"	"Q86TP1"	"Protein prune homolog OS=Homo sapiens GN=PRUNE PE=1 SV=2"	"0"	"17.8467504167127"	"12.1412803532009"	"5"	"9"	"5"	"1"	"453"	"50.168"	"5.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e7"	"3.0e7"	"3.4e7"	"3.6e7"	"3.4e7"	"3.6e7"	"3.3e7"	"2.8e7"	"3.5e7"	"3.0e7"	"0.958"	"1.031"	"1.192"	"1.016"	"1.142"	"0.955"	"0.943"	"1.033"	"0.973"	"1666.4"	"1596.3"	"1717.9"	"1986.3"	"1693.4"	"1903.5"	"1592.2"	"1572.1"	"1721.7"	"1621.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.957"	"0"	"25.3155133724213"	"5"
"False"	"High"	"IsMasterProtein"	"P62312"	"U6 snRNA-associated Sm-like protein LSm6 OS=Homo sapiens GN=LSM6 PE=1 SV=1"	"0"	"17.8305410606209"	"42.5"	"4"	"10"	"4"	"1"	"80"	"9.122"	"9.58"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e8"	"1.3e8"	"1.5e8"	"1.5e8"	"1.3e8"	"1.4e8"	"1.2e8"	"1.1e8"	"1.3e8"	"1.1e8"	"1.047"	"1.185"	"1.261"	"1.148"	"1.209"	"1.019"	"0.957"	"1.078"	"0.979"	"1734.1"	"1816.4"	"2054.5"	"2186.1"	"1990.8"	"2097.1"	"1766.6"	"1658.8"	"1869.6"	"1697.1"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"9"	"0"	"31.4744925498962"	"4"
"False"	"High"	"IsMasterProtein"	"Q9NQ50"	"39S ribosomal protein L40, mitochondrial OS=Homo sapiens GN=MRPL40 PE=1 SV=1"	"0"	"17.8245914297707"	"23.3009708737864"	"4"	"5"	"4"	"1"	"206"	"24.475"	"9.63"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e7"	"1.1e7"	"1.2e7"	"1.3e7"	"1.2e7"	"1.3e7"	"1.2e7"	"1.0e7"	"1.2e7"	"1.1e7"	"0.950"	"1.026"	"1.180"	"1.002"	"1.168"	"1.033"	"0.939"	"1.049"	"0.936"	"487.8"	"463.6"	"500.6"	"575.7"	"488.6"	"569.7"	"503.7"	"458.1"	"511.8"	"456.6"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.848"	"0"	"17.0443305969238"	"4"
"False"	"High"	"IsMasterProtein"	"Q9UKD2"	"mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2"	"0"	"17.81799425537"	"24.6861924686192"	"6"	"6"	"6"	"1"	"239"	"27.543"	"8.29"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.1e7"	"1.2e7"	"1.2e7"	"1.4e7"	"1.1e7"	"1.3e7"	"1.1e7"	"1.2e7"	"1.2e7"	"1.1e7"	"1.001"	"1.014"	"1.218"	"0.991"	"1.260"	"0.938"	"1.031"	"1.039"	"0.976"	"690.5"	"691.3"	"700.2"	"841.2"	"684.0"	"869.8"	"647.4"	"711.8"	"717.2"	"673.9"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.371"	"0"	"17.3185966014862"	"6"
"False"	"High"	"IsMasterProtein"	"P62166"	"Neuronal calcium sensor 1 OS=Homo sapiens GN=NCS1 PE=1 SV=2"	"0"	"17.8041704879406"	"22.1052631578947"	"3"	"3"	"3"	"1"	"190"	"21.865"	"4.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e6"	"2.3e6"	"2.8e6"	"3.1e6"	"3.0e6"	"3.5e6"	"2.6e6"	"2.6e6"	"2.9e6"	"2.4e6"	"0.911"	"1.099"	"1.145"	"0.996"	"1.091"	"0.955"	"0.887"	"1.015"	"0.927"	"375.6"	"342.3"	"412.7"	"429.9"	"374.1"	"409.8"	"358.7"	"333.3"	"381.2"	"348.1"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.701"	"0"	"10.8205199241638"	"3"
"False"	"High"	"IsMasterProtein"	"P51965"	"Ubiquitin-conjugating enzyme E2 E1 OS=Homo sapiens GN=UBE2E1 PE=1 SV=1"	"0"	"17.7939127133067"	"22.7979274611399"	"4"	"5"	"2"	"1"	"193"	"21.391"	"8.53"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.0e7"	"3.7e7"	"4.6e7"	"4.8e7"	"4.4e7"	"4.5e7"	"3.9e7"	"3.4e7"	"4.0e7"	"3.6e7"	"0.912"	"1.040"	"1.139"	"0.994"	"1.127"	"0.947"	"0.925"	"1.015"	"0.885"	"427.8"	"390.2"	"445.0"	"487.4"	"425.3"	"482.3"	"405.0"	"395.8"	"434.4"	"378.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2.162"	"0"	"15.8768906593323"	"4"
