"Checked"	"Protein FDR Confidence"	"Master"	"Accession"	"Description"	"Exp. q-value"	"Sum PEP Score"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Found in Sample: [S1] F1: 126, Control, drug"	"Found in Sample: [S2] F1: 127N, Sample, drug"	"Found in Sample: [S3] F1: 127C, Sample, drug"	"Found in Sample: [S4] F1: 128N, Sample, drug"	"Found in Sample: [S5] F1: 128C, Sample, drug"	"Found in Sample: [S6] F1: 129N, Sample, drug"	"Found in Sample: [S7] F1: 129C, Sample, drug"	"Found in Sample: [S8] F1: 130N, Sample, drug"	"Found in Sample: [S9] F1: 130C, Sample, drug"	"Found in Sample: [S10] F1: 131, Sample, drug"	"Modifications"	"Area: 126, drug"	"Area: 127N, drug"	"Area: 127C, drug"	"Area: 128N, drug"	"Area: 128C, drug"	"Area: 129N, drug"	"Area: 129C, drug"	"Area: 130N, drug"	"Area: 130C, drug"	"Area: 131, drug"	"Abundance Ratio: (127N, drug) / (126, drug)"	"Abundance Ratio: (127C, drug) / (126, drug)"	"Abundance Ratio: (128N, drug) / (126, drug)"	"Abundance Ratio: (128C, drug) / (126, drug)"	"Abundance Ratio: (129N, drug) / (126, drug)"	"Abundance Ratio: (129C, drug) / (126, drug)"	"Abundance Ratio: (130N, drug) / (126, drug)"	"Abundance Ratio: (130C, drug) / (126, drug)"	"Abundance Ratio: (131, drug) / (126, drug)"	"Abundance: F1: 126, Control, drug"	"Abundance: F1: 127N, Sample, drug"	"Abundance: F1: 127C, Sample, drug"	"Abundance: F1: 128N, Sample, drug"	"Abundance: F1: 128C, Sample, drug"	"Abundance: F1: 129N, Sample, drug"	"Abundance: F1: 129C, Sample, drug"	"Abundance: F1: 130N, Sample, drug"	"Abundance: F1: 130C, Sample, drug"	"Abundance: F1: 131, Sample, drug"	"Abundances Count: F1: 126, Control, drug"	"Abundances Count: F1: 127N, Sample, drug"	"Abundances Count: F1: 127C, Sample, drug"	"Abundances Count: F1: 128N, Sample, drug"	"Abundances Count: F1: 128C, Sample, drug"	"Abundances Count: F1: 129N, Sample, drug"	"Abundances Count: F1: 129C, Sample, drug"	"Abundances Count: F1: 130N, Sample, drug"	"Abundances Count: F1: 130C, Sample, drug"	"Abundances Count: F1: 131, Sample, drug"	"emPAI"	"# Razor Peptides"	"Score Sequest HT"	"# Peptides Sequest HT"
"False"	"High"	"IsMasterProtein"	"O43464"	"Serine protease HTRA2, mitochondrial OS=Homo sapiens GN=HTRA2 PE=1 SV=2"	"0"	"13.5789913126952"	"6.76855895196507"	"3"	"4"	"3"	"1"	"458"	"48.811"	"10.07"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"5.5e6"	"7.1e6"	"1.1e7"	"1.2e7"	"1.2e7"	"1.2e7"	"1.3e7"	"1.0e7"	"1.2e7"	"1.0e7"	"1.734"	"2.448"	"2.566"	"2.271"	"2.577"	"2.621"	"2.422"	"2.522"	"2.150"	"229.8"	"398.4"	"562.5"	"589.7"	"521.8"	"592.2"	"602.3"	"556.5"	"579.6"	"494.1"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.407"	"0"	"13.8884506225586"	"3"
"False"	"High"	"IsMasterProtein"	"Q9BTY7"	"Protein HGH1 homolog OS=Homo sapiens GN=HGH1 PE=1 SV=1"	"0"	"13.5698111790572"	"14.6153846153846"	"5"	"5"	"5"	"1"	"390"	"42.103"	"4.81"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.6e6"	"2.6e6"	"4.3e6"	"3.9e6"	"3.9e6"	"3.9e6"	"4.0e6"	"3.7e6"	"4.5e6"	"4.2e6"	"1.549"	"2.595"	"2.520"	"2.502"	"2.431"	"2.579"	"2.217"	"2.743"	"2.672"	"228.4"	"353.9"	"592.6"	"575.5"	"571.5"	"555.2"	"589.1"	"506.3"	"626.5"	"610.2"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.616"	"0"	"16.5171549320221"	"5"
"False"	"High"	"IsMasterProtein"	"Q8N684-3"	"Isoform 3 of Cleavage and polyadenylation specificity factor subunit 7 OS=Homo sapiens GN=CPSF7"	"0"	"13.5657955322318"	"6.03112840466926"	"3"	"3"	"3"	"1"	"514"	"56.341"	"8.87"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e6"	"4.1e6"	"5.3e6"	"5.8e6"	"5.2e6"	"5.5e6"	"5.5e6"	"5.1e6"	"5.3e6"	"4.5e6"	"1.526"	"1.934"	"2.072"	"1.853"	"1.970"	"1.945"	"1.820"	"1.891"	"1.525"	"184.5"	"281.6"	"356.8"	"382.3"	"341.9"	"363.4"	"358.8"	"335.7"	"348.9"	"281.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.28"	"0"	"11.1647219657898"	"3"
"False"	"High"	"IsMasterProtein"	"Q99426"	"Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2"	"0"	"13.5543539757271"	"20.4918032786885"	"4"	"6"	"4"	"1"	"244"	"27.308"	"5.15"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.7e7"	"3.7e7"	"5.2e7"	"4.7e7"	"4.1e7"	"4.6e7"	"4.1e7"	"4.4e7"	"4.3e7"	"3.4e7"	"1.924"	"2.934"	"3.135"	"2.565"	"3.034"	"2.764"	"2.665"	"2.856"	"2.226"	"213.2"	"410.3"	"625.5"	"668.4"	"546.9"	"646.8"	"589.2"	"568.2"	"608.8"	"474.5"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.778"	"0"	"19.775801897049"	"4"
"False"	"High"	"IsMasterProtein"	"O75061-2"	"Isoform 2 of Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens GN=DNAJC6"	"0"	"13.5519018088362"	"2.88659793814433"	"2"	"2"	"2"	"1"	"970"	"105.608"	"7.47"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.4e6"	"4.3e6"	"5.2e6"	"4.9e6"	"3.9e6"	"5.3e6"	"4.8e6"	"5.1e6"	"4.6e6"	"3.9e6"	"1.763"	"2.134"	"2.020"	"1.521"	"2.147"	"1.965"	"2.063"	"1.851"	"1.536"	"235.8"	"415.8"	"503.1"	"476.4"	"358.7"	"506.2"	"463.3"	"486.4"	"436.5"	"362.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.113"	"0"	"9.8585352897644"	"2"
"False"	"High"	"IsMasterProtein"	"Q96DB5"	"Regulator of microtubule dynamics protein 1 OS=Homo sapiens GN=RMDN1 PE=1 SV=1"	"0"	"13.5420389757307"	"10.828025477707"	"4"	"4"	"4"	"1"	"314"	"35.785"	"8.5"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"7.7e6"	"1.2e7"	"1.6e7"	"1.6e7"	"1.2e7"	"1.4e7"	"1.4e7"	"1.3e7"	"1.3e7"	"1.1e7"	"1.767"	"2.427"	"2.389"	"1.934"	"2.206"	"2.239"	"2.096"	"2.068"	"1.935"	"358.0"	"632.7"	"868.8"	"855.3"	"692.3"	"789.9"	"801.7"	"750.2"	"740.5"	"692.8"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.468"	"0"	"13.8493623733521"	"4"
"False"	"High"	"IsMasterProtein"	"P26374"	"Rab proteins geranylgeranyltransferase component A 2 OS=Homo sapiens GN=CHML PE=1 SV=2"	"0"	"13.5292423458245"	"6.55487804878049"	"5"	"5"	"5"	"1"	"656"	"74.024"	"4.93"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.5e7"	"3.2e7"	"4.7e7"	"4.5e7"	"4.2e7"	"4.4e7"	"4.6e7"	"4.3e7"	"4.4e7"	"3.5e7"	"2.014"	"2.946"	"3.104"	"2.901"	"2.931"	"3.180"	"2.727"	"2.938"	"2.551"	"234.3"	"471.9"	"690.2"	"727.2"	"679.7"	"686.8"	"745.0"	"638.9"	"688.3"	"597.7"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.354"	"0"	"16.0208258628845"	"5"
"False"	"High"	"IsMasterProtein"	"Q12962"	"Transcription initiation factor TFIID subunit 10 OS=Homo sapiens GN=TAF10 PE=1 SV=1"	"0"	"13.5173912224218"	"19.2660550458716"	"3"	"3"	"3"	"1"	"218"	"21.698"	"6.57"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e6"	"3.0e6"	"4.7e6"	"5.0e6"	"4.9e6"	"5.7e6"	"5.6e6"	"5.1e6"	"5.6e6"	"4.7e6"	"2.244"	"3.582"	"3.966"	"4.424"	"4.404"	"4.860"	"4.108"	"4.573"	"4.505"	"92.9"	"208.5"	"332.8"	"368.4"	"411.0"	"409.1"	"451.5"	"381.6"	"424.8"	"418.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.154"	"0"	"10.0087327957153"	"3"
"False"	"High"	"IsMasterProtein"	"P07902"	"Galactose-1-phosphate uridylyltransferase OS=Homo sapiens GN=GALT PE=1 SV=3"	"0"	"13.4625397424011"	"11.0817941952507"	"4"	"4"	"4"	"1"	"379"	"43.336"	"6.99"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.7e6"	"6.9e6"	"1.1e7"	"1.1e7"	"9.8e6"	"1.0e7"	"1.0e7"	"8.9e6"	"1.0e7"	"8.3e6"	"1.731"	"2.096"	"2.109"	"1.921"	"2.128"	"2.033"	"1.957"	"2.028"	"1.729"	"156.7"	"271.2"	"328.5"	"330.5"	"301.0"	"333.4"	"318.6"	"306.6"	"317.8"	"270.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.624"	"0"	"13.6766657829285"	"4"
"False"	"High"	"IsMasterProtein"	"O14981"	"TATA-binding protein-associated factor 172 OS=Homo sapiens GN=BTAF1 PE=1 SV=2"	"0"	"13.4591201836458"	"1.40616549486209"	"2"	"2"	"2"	"1"	"1849"	"206.756"	"6.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.1e6"	"5.0e6"	"7.4e6"	"7.6e6"	"6.5e6"	"7.2e6"	"7.3e6"	"6.6e6"	"6.7e6"	"5.4e6"	"1.720"	"2.519"	"2.552"	"2.212"	"2.445"	"2.435"	"2.254"	"2.283"	"1.857"	"229.7"	"395.0"	"578.6"	"586.2"	"508.1"	"561.7"	"559.4"	"517.7"	"524.5"	"426.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.045"	"0"	"9.89542293548584"	"2"
"False"	"High"	"IsMasterProtein"	"Q92747"	"Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=1 SV=2"	"0"	"13.4291621295668"	"11.3513513513514"	"3"	"3"	"2"	"1"	"370"	"41.543"	"8.18"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e6"	"7.7e6"	"9.7e6"	"9.0e6"	"7.8e6"	"9.7e6"	"1.0e7"	"9.4e6"	"9.9e6"	"7.9e6"	"2.014"	"2.579"	"2.590"	"2.301"	"2.647"	"2.814"	"2.523"	"2.691"	"2.203"	"94.1"	"189.5"	"242.7"	"243.7"	"216.5"	"249.1"	"264.8"	"237.4"	"253.2"	"207.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.334"	"0"	"12.2215325832367"	"3"
"False"	"High"	"IsMasterProtein"	"Q9NP79"	"Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens GN=VTA1 PE=1 SV=1"	"0"	"13.4032967280826"	"9.44625407166124"	"3"	"4"	"3"	"1"	"307"	"33.858"	"6.29"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e7"	"1.8e7"	"2.4e7"	"2.2e7"	"2.0e7"	"2.1e7"	"2.1e7"	"1.9e7"	"2.0e7"	"2.0e7"	"1.777"	"2.658"	"2.317"	"2.250"	"2.344"	"2.213"	"2.096"	"2.238"	"2.182"	"184.9"	"328.5"	"491.5"	"428.4"	"416.0"	"433.4"	"409.1"	"387.5"	"413.8"	"403.5"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.031"	"0"	"13.7061166763306"	"3"
"False"	"High"	"IsMasterProtein"	"Q9H8M7"	"Protein FAM188A OS=Homo sapiens GN=FAM188A PE=1 SV=1"	"0"	"13.3838883813146"	"8.76404494382022"	"2"	"3"	"2"	"1"	"445"	"49.693"	"4.77"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.4e6"	"4.6e6"	"5.6e6"	"5.9e6"	"4.8e6"	"6.1e6"	"5.8e6"	"5.6e6"	"5.3e6"	"4.2e6"	"1.637"	"2.034"	"2.122"	"1.637"	"2.059"	"2.030"	"1.928"	"1.845"	"1.524"	"184.6"	"302.2"	"375.4"	"391.8"	"302.1"	"380.1"	"374.8"	"355.9"	"340.6"	"281.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.318"	"0"	"11.6117033958435"	"2"
"False"	"High"	"IsMasterProtein"	"O75157"	"TSC22 domain family protein 2 OS=Homo sapiens GN=TSC22D2 PE=1 SV=3"	"0"	"13.3349586012598"	"4.1025641025641"	"3"	"5"	"2"	"1"	"780"	"79.179"	"5.02"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.6e6"	"1.1e7"	"1.5e7"	"1.3e7"	"1.1e7"	"1.4e7"	"1.3e7"	"1.3e7"	"1.2e7"	"1.1e7"	"2.263"	"2.382"	"2.104"	"1.835"	"2.194"	"2.094"	"2.023"	"1.988"	"1.708"	"145.2"	"328.6"	"345.9"	"305.5"	"266.5"	"318.6"	"304.1"	"293.8"	"288.6"	"248.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.778"	"0"	"11.5715265274048"	"3"
"False"	"High"	"IsMasterProtein"	"P13716-2"	"Isoform 2 of Delta-aminolevulinic acid dehydratase OS=Homo sapiens GN=ALAD"	"0"	"13.3134339339844"	"12.2562674094708"	"3"	"3"	"3"	"1"	"359"	"39.009"	"7.65"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e6"	"5.1e6"	"6.8e6"	"7.0e6"	"5.8e6"	"6.9e6"	"6.8e6"	"6.4e6"	"6.0e6"	"5.5e6"	"1.934"	"2.775"	"2.956"	"2.538"	"2.961"	"2.992"	"2.817"	"2.757"	"2.473"	"115.6"	"223.6"	"320.8"	"341.7"	"293.4"	"342.3"	"345.9"	"325.6"	"318.7"	"285.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.501"	"0"	"11.3233993053436"	"3"
"False"	"High"	"IsMasterProtein"	"Q8N9N8"	"Probable RNA-binding protein EIF1AD OS=Homo sapiens GN=EIF1AD PE=1 SV=1"	"0"	"13.2826244741186"	"21.8181818181818"	"2"	"5"	"2"	"1"	"165"	"19.041"	"5.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e8"	"2.0e8"	"1.9e8"	"2.3e8"	"2.0e8"	"2.1e8"	"2.0e8"	"1.9e8"	"1.8e8"	"1.3e8"	"1.314"	"1.276"	"1.334"	"1.197"	"1.347"	"1.423"	"1.461"	"1.301"	"1.284"	"86.7"	"113.9"	"110.6"	"115.7"	"103.8"	"116.8"	"123.4"	"126.7"	"112.8"	"111.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.154"	"0"	"11.8965945243835"	"2"
"False"	"High"	"IsMasterProtein"	"O14976"	"Cyclin-G-associated kinase OS=Homo sapiens GN=GAK PE=1 SV=2"	"0"	"13.2787575530506"	"2.2883295194508"	"2"	"2"	"2"	"1"	"1311"	"143.1"	"5.73"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.2e6"	"2.2e6"	"3.3e6"	"3.4e6"	"2.8e6"	"3.2e6"	"3.0e6"	"2.8e6"	"2.7e6"	"2.4e6"	"1.845"	"2.877"	"2.963"	"2.432"	"2.797"	"2.646"	"2.440"	"2.396"	"2.093"	"166.2"	"306.7"	"478.2"	"492.4"	"404.2"	"464.8"	"439.7"	"405.6"	"398.2"	"347.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.065"	"0"	"8.21143984794617"	"2"
"False"	"High"	"IsMasterProtein"	"Q9H6T3"	"RNA polymerase II-associated protein 3 OS=Homo sapiens GN=RPAP3 PE=1 SV=2"	"0"	"13.2482128223738"	"4.3609022556391"	"2"	"2"	"2"	"1"	"665"	"75.672"	"6.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.4e6"	"2.7e6"	"3.9e6"	"4.0e6"	"3.1e6"	"3.6e6"	"3.6e6"	"3.3e6"	"3.7e6"	"3.0e6"	"1.803"	"2.648"	"2.695"	"2.062"	"2.426"	"2.421"	"2.210"	"2.473"	"2.031"	"220.9"	"398.2"	"584.9"	"595.3"	"455.6"	"535.8"	"534.7"	"488.2"	"546.2"	"448.7"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.116"	"0"	"9.81623363494873"	"2"
"False"	"High"	"IsMasterProtein"	"Q8NBT2"	"Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2"	"0"	"13.2342144175296"	"13.7055837563452"	"2"	"2"	"2"	"1"	"197"	"22.464"	"4.7"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.8e6"	"5.4e6"	"8.0e6"	"8.0e6"	"6.8e6"	"7.1e6"	"7.4e6"	"6.8e6"	"7.1e6"	"7.1e6"	"1.944"	"2.882"	"2.867"	"2.419"	"2.487"	"2.624"	"2.427"	"2.521"	"2.535"	"58.5"	"113.7"	"168.6"	"167.7"	"141.5"	"145.5"	"153.5"	"142.0"	"147.5"	"148.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.389"	"0"	"10.0391817092896"	"2"
"False"	"High"	"IsMasterProtein"	"Q9NRD1"	"F-box only protein 6 OS=Homo sapiens GN=FBXO6 PE=1 SV=1"	"0"	"13.1946168290262"	"7.16723549488055"	"2"	"3"	"2"	"1"	"293"	"33.911"	"6.09"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"4.3e6"	"8.2e6"	"1.3e7"	"1.3e7"	"1.1e7"	"1.3e7"	"1.3e7"	"1.2e7"	"1.2e7"	"1.1e7"	"1.938"	"3.003"	"3.014"	"2.620"	"3.026"	"2.877"	"2.873"	"2.802"	"2.473"	"223.7"	"433.6"	"671.7"	"674.2"	"586.2"	"677.0"	"643.6"	"642.7"	"626.9"	"553.1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.389"	"0"	"12.0368587970734"	"2"
"False"	"High"	"IsMasterProtein"	"Q92552-2"	"Isoform 2 of 28S ribosomal protein S27, mitochondrial OS=Homo sapiens GN=MRPS27"	"0"	"13.1841506577316"	"13.3177570093458"	"7"	"7"	"7"	"1"	"428"	"49.119"	"6.33"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.3e7"	"2.6e7"	"3.6e7"	"3.7e7"	"3.3e7"	"3.4e7"	"3.4e7"	"2.9e7"	"3.3e7"	"3.0e7"	"2.036"	"3.137"	"3.155"	"3.256"	"3.107"	"3.167"	"2.859"	"3.097"	"3.173"	"357.1"	"727.2"	"1120.4"	"1126.6"	"1162.7"	"1109.4"	"1131.1"	"1021.0"	"1105.9"	"1132.9"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.711"	"0"	"21.2674238681793"	"7"
"False"	"High"	"IsMasterProtein"	"Q96BY7"	"Autophagy-related protein 2 homolog B OS=Homo sapiens GN=ATG2B PE=1 SV=5"	"0"	"13.1462584825859"	"1.73243503368624"	"2"	"2"	"2"	"1"	"2078"	"232.616"	"5.76"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"8.2e6"	"1.3e7"	"1.4e7"	"1.4e7"	"1.2e7"	"1.4e7"	"1.3e7"	"1.3e7"	"1.4e7"	"1.1e7"	"1.716"	"1.784"	"1.735"	"1.484"	"1.784"	"1.631"	"1.692"	"1.745"	"1.423"	"118.5"	"203.3"	"211.4"	"205.6"	"175.8"	"211.4"	"193.3"	"200.5"	"206.8"	"168.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.037"	"0"	"9.573317527771"	"2"
"False"	"High"	"IsMasterProtein"	"P02042"	"Hemoglobin subunit delta OS=Homo sapiens GN=HBD PE=1 SV=2"	"0"	"13.1242527575185"	"25.8503401360544"	"3"	"4"	"3"	"1"	"147"	"16.045"	"8.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.0e7"	"5.2e7"	"6.2e7"	"5.7e7"	"4.4e7"	"5.9e7"	"5.1e7"	"5.3e7"	"5.1e7"	"4.6e7"	"1.768"	"2.133"	"2.052"	"1.559"	"2.166"	"1.759"	"1.993"	"1.933"	"1.638"	"182.2"	"322.2"	"388.7"	"373.9"	"284.0"	"394.6"	"320.5"	"363.2"	"352.2"	"298.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.874"	"0"	"15.6757805347443"	"3"
"False"	"High"	"IsMasterProtein"	"Q15004"	"PCNA-associated factor OS=Homo sapiens GN=KIAA0101 PE=1 SV=1"	"0"	"13.1127530906852"	"37.8378378378378"	"3"	"4"	"3"	"1"	"111"	"11.979"	"9.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.6e6"	"5.1e6"	"6.5e6"	"6.6e6"	"5.2e6"	"7.0e6"	"6.8e6"	"6.4e6"	"6.2e6"	"5.6e6"	"1.967"	"2.493"	"2.525"	"2.017"	"2.675"	"2.613"	"2.452"	"2.380"	"2.173"	"171.9"	"338.2"	"428.5"	"434.0"	"346.7"	"459.9"	"449.2"	"421.5"	"409.2"	"373.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"2.162"	"0"	"14.396547794342"	"3"
"False"	"High"	"IsMasterProtein"	"P42224"	"Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2"	"0"	"13.0878550486923"	"5.2"	"3"	"3"	"3"	"1"	"750"	"87.28"	"6.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.8e6"	"2.1e6"	"3.2e6"	"3.2e6"	"3.2e6"	"3.0e6"	"3.1e6"	"3.3e6"	"3.1e6"	"3.2e6"	"1.083"	"1.673"	"1.637"	"1.646"	"1.501"	"1.606"	"1.552"	"1.652"	"1.889"	"281.4"	"304.8"	"470.7"	"460.6"	"463.3"	"422.5"	"451.8"	"436.7"	"464.9"	"531.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.162"	"0"	"11.2635455131531"	"3"
"False"	"High"	"IsMasterProtein"	"O60921"	"Checkpoint protein HUS1 OS=Homo sapiens GN=HUS1 PE=1 SV=1"	"0"	"13.0763657987211"	"12.1428571428571"	"3"	"3"	"3"	"1"	"280"	"31.67"	"6.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"3.6e6"	"6.5e6"	"9.0e6"	"1.1e7"	"8.6e6"	"1.1e7"	"1.0e7"	"9.6e6"	"1.0e7"	"8.9e6"	"1.854"	"2.593"	"2.841"	"2.450"	"2.669"	"2.783"	"2.497"	"2.558"	"2.203"	"89.2"	"165.4"	"231.3"	"253.4"	"218.5"	"238.1"	"248.2"	"222.7"	"228.2"	"196.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.638"	"0"	"11.7530815601349"	"3"
"False"	"High"	"IsMasterProtein"	"P50336"	"Protoporphyrinogen oxidase OS=Homo sapiens GN=PPOX PE=1 SV=1"	"0"	"13.0660758479153"	"6.70859538784067"	"3"	"3"	"3"	"1"	"477"	"50.734"	"8.16"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"1.0e7"	"1.5e7"	"1.9e7"	"2.0e7"	"1.8e7"	"1.9e7"	"1.8e7"	"1.7e7"	"1.7e7"	"1.4e7"	"1.670"	"2.466"	"2.709"	"2.505"	"2.527"	"2.616"	"2.228"	"2.605"	"2.094"	"221.1"	"369.2"	"545.3"	"598.9"	"553.8"	"558.7"	"578.5"	"492.6"	"576.0"	"462.9"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.259"	"0"	"12.3451883792877"	"3"
"False"	"High"	"IsMasterProtein"	"O43715"	"TP53-regulated inhibitor of apoptosis 1 OS=Homo sapiens GN=TRIAP1 PE=1 SV=1"	"0"	"13.0551741734087"	"18.4210526315789"	"1"	"2"	"1"	"1"	"76"	"8.78"	"5.48"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.7e7"	"4.4e7"	"5.9e7"	"6.6e7"	"5.2e7"	"6.1e7"	"6.1e7"	"5.7e7"	"5.8e7"	"4.7e7"	"1.797"	"2.800"	"2.997"	"2.476"	"2.913"	"2.789"	"2.467"	"2.731"	"2.107"	"69.1"	"124.2"	"193.5"	"207.1"	"171.1"	"201.3"	"192.7"	"170.5"	"188.7"	"145.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1.154"	"0"	"8.86944246292114"	"1"
"False"	"High"	"IsMasterProtein"	"Q8IVS2"	"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial OS=Homo sapiens GN=MCAT PE=1 SV=2"	"0"	"13.0452390594865"	"8.71794871794872"	"2"	"2"	"2"	"1"	"390"	"42.934"	"8.72"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	""	"2.0e6"	"2.8e6"	"3.4e6"	"3.5e6"	"2.7e6"	"3.4e6"	"3.1e6"	"3.2e6"	"3.2e6"	"2.8e6"	"1.371"	"1.631"	"1.668"	"1.226"	"1.634"	"1.446"	"1.552"	"1.521"	"1.302"	"53.6"	"73.5"	"87.4"	"89.4"	"65.7"	"87.6"	"77.5"	"83.2"	"81.5"	"69.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.222"	"0"	"8.32664203643799"	"2"
